"x"	"y"	"bio.1"	"bio.2"	"bio.3"	"bio.4"	"bio.5"	"bio.6"	"bio.7"	"bio.8"	"bio.9"	"bio.10"	"bio.11"	"bio.12"	"bio.13"	"bio.14"	"bio.15"	"bio.16"	"bio.17"	"bio.18"	"bio.19"
-53.25	-23.25	21.62731656	10.99966487	58.63863076	303.9744154	30.01268567	11.25429257	18.7583931	24.59427215	17.6162165	24.59427215	17.6162165	1393.006071	246.5723413	15.38217545	78.3481236	701.2720671	60.60369641	701.2720671	60.60369641
-42.75	-10.25	23.57568089	8.608886965	59.52321586	169.668674	31.37536196	16.91228761	14.46307435	24.54980773	21.24988006	24.85854782	21.24988006	1017.832964	245.4490443	7.750724608	106.7934608	573.8994147	37.10146432	74.05727248	37.10146432
-52.25	-18.75	22.52772373	9.805911638	54.08569428	239.2969298	31.21367824	13.08335419	18.13032405	24.09187477	19.371912	24.6288966	19.371912	1415.279902	258.2492136	2.473442471	92.12846217	752.2799114	11.86186906	361.0628458	11.86186906
-39.25	-17.75	24.47282938	3.277133236	40.86409041	179.6326271	28.43270275	20.41311097	8.01959178	25.43413535	23.9320126	26.29314469	22.23202487	747.5684497	97.58327981	33.55323879	34.54906137	262.4344273	121.5929582	218.0190022	145.522062
-50.25	-21.75	22.09663181	10.82537399	58.22227642	261.6122871	30.74964791	12.15646562	18.59318229	24.44881102	18.56899715	24.44881102	18.56899715	1357.434514	253.8927331	7.333658278	87.81674203	728.0154656	32.78125424	728.0154656	32.78125424
-52.75	-5.25	23.27808327	7.974194363	57.98697203	59.02310585	30.76395564	17.01225576	13.75169988	23.2223902	22.58595234	24.01236938	22.58595234	2702.530636	402.1750266	19.75732375	67.20132411	1106.403495	105.284452	497.9832611	105.284452
-57.75	-3.75	24.67496172	8.010344774	58.00267359	82.44156936	33.40078899	19.59048633	13.81030266	24.33162998	24.0604983	25.78684173	24.0604983	2297.008326	340.7006122	30.89423589	60.75055541	900.522739	174.6209732	440.9294266	174.6209732
-42.75	-19.75	19.74694318	6.727092587	50.86213902	269.6525707	26.31921544	13.09308552	13.22612992	22.62067899	16.1273549	22.62067899	16.1273549	996.7259771	168.0972167	30.8246224	61.11718672	425.5374101	92.93713018	425.5374101	92.93713018
-54.75	-8.75	23.24762696	9.979841793	53.58759351	122.4937116	33.78334496	15.15992648	18.62341848	22.97033834	22.70648509	24.65498558	22.65869882	2268.530896	359.5022329	2.121571362	78.49983337	1034.120917	20.13385153	535.624477	678.6516504
-42.25	-6.75	25.89740527	7.384567648	53.69407354	155.8545322	34.07083664	20.3177962	13.75304044	25.36648951	25.08122337	28.23220444	24.90970376	2380.614518	574.8021255	2.698379369	114.607156	1191.248893	27.15274286	75.85113645	1086.361745
-57.25	-6.25	24.12127651	8.738446354	56.3865197	86.54989619	32.60852028	17.111117	15.49740328	23.98600006	23.29450445	25.24413489	23.29450445	2267.628221	351.7143193	12.01823986	66.52895754	973.519863	76.22422366	479.3895988	76.22422366
-56.25	-24.75	22.64631817	10.83722503	56.92202267	335.41111	31.01293826	11.97421735	19.03872091	26.23046503	18.28640566	26.23046503	18.28640566	1348.253192	201.8175088	25.33857991	64.60045066	585.9472469	90.00102561	585.9472469	90.00102561
-53.75	-13.75	24.69056857	9.775939987	56.85846313	160.4183335	33.97215153	16.77868648	17.19346505	24.92761217	23.01653002	26.73179249	23.01653002	1461.124026	261.8761574	0.505636052	91.96803878	745.7151729	3.282335962	339.1465622	3.282335962
-50.25	-21.25	22.63159341	10.54957492	57.23811179	251.2721425	31.24750697	12.81647459	18.43103238	24.75700821	19.27606367	24.75700821	19.27606367	1342.284911	250.1578393	5.871888464	89.49609885	723.9055644	26.80518828	723.9055644	26.80518828
-53.75	-3.25	24.06780739	7.348402441	63.81793246	50.88295789	31.1059609	19.59132519	11.51463571	24.01534354	23.5486497	24.77356366	23.5486497	2153.902137	333.585227	47.0815349	57.74928237	871.6254806	241.161216	305.1015849	241.161216
-50.75	-6.75	23.63937686	8.767188441	53.0707146	117.4585247	33.40264459	16.88282098	16.51982361	23.20151144	23.23777055	25.01295935	23.10526609	2771.03911	447.7561044	4.97488405	82.41022705	1280.773432	33.42905573	481.9846977	974.8519245
-49.25	-1.75	24.71111889	7.254976544	62.47029181	57.44939042	32.28216158	20.66867886	11.61348272	24.62881483	25.40969814	25.40969814	24.05107993	2443.274242	510.9384923	38.16749707	74.50551151	1193.114059	156.0058623	156.0058623	398.5931957
-53.25	-17.25	23.27319776	9.763239211	54.99804036	201.0973552	32.13179155	14.37981503	17.75197652	24.27473794	20.71307027	25.3112163	20.71307027	1503.462937	275.2479393	1.489291633	93.64301878	804.2364692	7.379554925	367.1574512	7.379554925
-48.75	-15.25	22.45482028	8.665688413	50.97647543	221.03288	31.06961864	14.07023149	16.99938715	23.57003467	19.40020886	24.63381562	19.40020886	1202.946895	225.6591252	2.595508469	99.1996698	671.3088614	8.467070162	246.1537847	8.467070162
-60.25	-15.75	25.49775384	10.08848124	55.77595694	160.0796457	34.3750827	16.28757369	18.08750901	25.9399822	24.18050157	27.30596415	24.18050157	1200.11354	202.9500879	2.489175489	81.14722541	551.0991838	14.89882206	323.5301688	14.89882206
-52.75	-6.25	23.12420636	8.744010178	54.57974685	78.36645835	31.97189687	15.95128358	16.02061329	23.07251192	22.32945049	24.08458187	22.32945049	2701.286201	410.4677514	9.980311512	73.11632186	1178.835851	60.98669982	533.9953062	60.98669982
-55.75	-25.25	22.05820594	10.74790309	56.31918102	335.1598429	30.51361322	11.42970097	19.08391225	25.66957369	17.729053	25.66957369	17.729053	1392.077134	204.309831	30.84928283	60.92936313	588.8423183	106.7542348	588.8423183	106.7542348
-48.75	-24.25	18.31671336	8.840556234	54.07625334	284.2787535	26.02057255	9.672257555	16.348315	21.4878188	14.58438268	21.4878188	14.58438268	1518.498962	253.1068325	32.56945695	64.60028375	707.9580196	120.4550604	707.9580196	120.4550604
-49.25	-22.25	20.15062305	10.96971772	58.62137346	293.2734744	28.69458468	9.98175508	18.7128296	22.97544743	16.14889877	22.97544743	16.14889877	1391.742323	256.9734508	10.98077822	84.32138351	732.2595346	45.72570573	732.2595346	45.72570573
-46.75	-16.25	21.96679038	8.106204093	50.49938877	241.996164	29.64475654	13.59267296	16.05208358	23.68631445	18.54574689	23.81992283	18.54574689	949.1529311	178.6331493	5.374880657	94.59626632	511.7023198	17.27906338	201.044364	17.27906338
-56.25	-12.75	23.84499694	10.74182265	53.97315597	167.1623317	34.59863644	14.69647868	19.90215776	23.96016023	22.77437452	25.63468493	22.77437452	1550.465299	266.6385341	0.774864381	85.85356554	747.5021435	5.878120245	389.7485366	5.878120245
-49.25	-21.75	20.8256509	11.04941876	58.34440547	278.7518757	29.59545654	10.65719044	18.9382661	23.40111017	17.03185504	23.40111017	17.03185504	1364.575288	252.5089448	8.078943847	87.17778652	726.496589	34.68275829	726.496589	34.68275829
-58.25	-13.75	23.57131992	10.51233166	54.04258478	163.4087139	33.77303656	14.32109564	19.45194092	23.8309439	22.40038646	25.26404749	22.40038646	1432.851854	243.601652	1.204456506	83.52331305	674.3888017	8.753956742	373.5301426	8.753956742
-47.25	-8.25	25.92178113	7.621439144	57.44013323	138.7067144	34.25239562	20.98390421	13.26849141	24.89572672	25.80375826	27.95280536	24.89572672	2338.133935	478.27792	1.271798997	103.029389	1272.753628	8.39775394	256.1914061	1272.753628
-56.25	-5.75	23.98370179	8.478603718	57.51223966	79.74410315	32.09399656	17.35173688	14.74225968	23.86474891	23.18527653	25.03181263	23.18527653	2324.112783	353.5889306	15.36992691	65.86343524	986.5509298	89.2159928	467.84764	89.2159928
-54.25	-19.75	24.25178758	10.00452865	55.91243817	217.3183726	32.89865089	15.00544326	17.89320763	25.68510364	21.40691824	26.14763711	21.40691824	1400.792223	253.8561188	3.34826719	89.63669572	739.4978536	18.18184423	367.1625965	18.18184423
-51.25	-7.75	23.8513901	9.308418983	53.11436532	143.3177594	34.25265426	16.72741617	17.52523809	23.29997531	23.4095008	25.62710933	23.06897496	2568.739483	425.798321	2.711720543	84.87158653	1229.702335	19.45855772	482.4805426	837.0980482
-41.75	-7.75	25.15891872	7.594627473	55.27824507	154.4005663	32.85326899	19.11436056	13.73890843	25.18517291	23.67318908	27.24618995	23.67318908	1876.204375	465.428408	3.910048526	116.936369	1003.741937	30.21765391	59.99797539	30.21765391
-60.75	-19.25	26.1337854	9.544752413	56.06374234	249.8428804	33.12870535	16.10388322	17.02482213	28.38749201	22.86274438	28.38749201	22.86274438	1042.720931	165.3237484	7.03464339	76.17527159	488.0627903	32.62720223	488.0627903	32.62720223
-47.75	-14.25	23.05006668	8.379366065	51.23713582	202.8767244	31.45341915	15.09933157	16.35408758	23.93242208	20.24158224	25.1348619	20.24158224	1157.949021	228.3236071	2.786358985	101.210121	658.2511225	9.95038496	209.847718	9.95038496
-62.25	-16.75	25.41225807	10.00694075	58.06693225	177.0615189	33.34047923	16.1070206	17.23345863	26.44475922	23.46372476	27.11799996	23.46372476	1095.268986	172.9720815	5.640065185	75.77035921	502.3553537	29.24048747	306.8312133	29.24048747
-55.75	-14.25	24.19062815	10.14795495	54.79172139	161.451189	33.95519301	15.43422909	18.52096392	24.45608052	22.72722279	26.10438246	22.72722279	1451.491258	251.3992059	0.720834671	88.51131458	717.2194609	4.625043078	367.1583813	4.625043078
-48.25	-3.75	23.95269567	7.9238948	59.59128538	70.539962	31.80888135	18.51181157	13.29706978	23.80613072	23.12295298	24.87247846	23.12295298	2813.404076	560.6765223	29.77711679	80.15207577	1426.07822	173.1045526	251.5461354	173.1045526
-52.75	-9.75	23.75157559	10.23995276	52.09536459	167.4493581	35.08523289	15.42906416	19.65616873	23.44233113	22.83858934	25.80177187	22.83858934	2092.6333	355.0785234	1.029013897	86.70557002	1015.573089	8.40329327	446.7095091	8.40329327
-54.75	-11.75	24.20968548	10.71270701	51.94886505	186.3356817	35.40841832	14.78678011	20.62163821	23.97767122	23.2653152	26.45306867	23.14268683	1693.06162	292.4287478	0.614637499	87.0614156	825.4349779	5.230679272	400.9777963	461.418167
-56.75	-22.25	24.11152793	10.28918556	57.65673783	274.9685475	31.96421654	14.11862564	17.8455909	26.6930365	20.52352252	26.6930365	20.52352252	1265.660935	209.2983981	12.4819132	77.00478383	611.2519081	49.10339407	611.2519081	49.10339407
-57.25	-10.25	23.82830272	10.27324665	53.44081841	137.6771943	34.55144446	15.32784917	19.22359529	23.76027687	23.04822081	25.23816968	23.04822081	1906.127815	298.8941737	1.689719642	77.00928506	856.6200365	18.73245065	500.2709925	18.73245065
-58.25	-9.25	24.05545901	10.02083406	52.78398549	106.6423175	34.62929522	15.6446847	18.98461052	23.94527239	23.39416591	25.21208279	23.39416591	2005.616011	302.6053123	3.130886584	71.57018032	863.3404265	34.20468307	529.1935446	34.20468307
-54.25	-11.75	24.16207754	10.79808486	52.22976197	187.1862779	35.44116363	14.76696476	20.67419887	23.9755831	23.09115251	26.46562677	23.09115251	1700.717299	296.6161816	0.568209278	88.20216929	836.7486122	4.733695168	393.0302418	4.733695168
-52.75	-3.75	23.81623039	7.275224626	63.25731917	46.91980904	30.43601689	18.93501634	11.50100055	23.8020551	23.28885246	24.43786832	23.28885246	2485.828356	376.3630025	43.97742049	60.59920089	1014.604905	206.287052	365.3229012	206.287052
-57.75	-3.25	24.74299891	7.912869608	58.6631532	81.76032865	33.45287812	19.96422438	13.48865374	24.37776295	24.14001113	25.85067506	24.14001113	2312.598459	338.1412938	29.69368471	59.51668469	858.8697073	206.0482121	446.4356812	206.0482121
-58.25	-26.25	21.91446531	10.61835985	50.25113919	409.3178387	31.73761756	10.60703223	21.13058533	26.61004206	16.66230135	26.61004206	16.66230135	1300.972494	187.6315897	30.48689255	55.29065772	503.712891	101.2159401	503.712891	101.2159401
-56.25	-20.25	25.23502757	9.896387965	56.20332251	226.3485339	33.60325563	15.99506536	17.60819027	26.90689022	22.2621867	27.06004608	22.2621867	1310.457217	235.6797481	5.399618023	86.21201954	679.3051952	25.66723897	353.9055876	25.66723897
-51.25	-4.25	23.56779831	7.535557144	62.72601844	46.94138181	30.16546516	18.1520179	12.01344726	23.58257882	23.00083295	24.15325777	23.00083295	2863.730784	467.4400938	31.92645797	67.61500536	1197.791265	160.9772856	409.9554768	160.9772856
-49.75	-9.25	25.46389684	8.776023	57.94734331	124.6430754	34.58716411	19.44234038	15.14482373	24.83544347	25.16802478	27.1845758	24.66754328	2160.403045	403.6144165	0.827068975	95.16266587	1131.495043	6.050140083	358.824418	664.0334439
-50.25	-0.25	24.91183468	5.732769565	69.39964905	28.3324756	30.10105505	21.8405384	8.26051665	25.00215996	25.14864708	25.14864708	24.60936437	2032.639028	410.1527949	28.51194863	70.82053274	828.7109914	116.6683234	116.6683234	487.6948088
-53.75	-16.75	24.5726942	9.397273436	54.67021669	186.2676632	33.1391108	15.95009271	17.18901809	25.34170669	22.16146954	26.59447373	22.16146954	1465.104574	263.2820748	1.185725721	93.05287189	774.8590886	6.219091856	359.4907251	6.219091856
-38.75	-3.75	25.79780573	3.369115983	65.8885659	35.83214225	28.48230299	23.36894844	5.11335455	26.03947349	25.94129324	26.03947349	25.26007604	1482.071964	318.5011304	9.518329297	91.8367794	829.2272524	55.74181162	829.2272524	137.9117932
-48.75	-14.75	23.13314616	8.671704521	51.61490156	205.6732611	31.76956845	14.96879143	16.80077702	23.99799201	20.32303198	25.305176	20.32303198	1221.373718	234.7088619	2.173105578	100.4162776	688.2437729	7.144719486	239.9051999	7.144719486
-40.25	-6.75	24.01349182	7.330190568	55.63714459	141.7791714	31.5703006	18.39530641	13.17499419	23.64744063	25.73592738	25.73592738	22.36872249	1735.540032	404.2079093	7.622441447	109.5709856	832.2001552	48.6492732	48.6492732	53.65432999
-46.75	-14.75	22.82888658	8.110780673	50.54810203	221.8648483	30.64490065	14.59923257	16.04566808	24.17360995	19.65109655	24.67684772	19.65109655	992.3776236	189.6192408	4.425796705	98.5391855	554.2478349	15.38889381	182.9269201	15.38889381
-49.25	-18.75	22.8384875	9.609903293	53.52407882	251.4930757	31.41225759	13.45790227	17.95435532	24.63258753	19.37794522	24.8657767	19.37794522	1231.703277	237.6279621	3.121085156	93.8679413	664.1988176	12.27708068	308.8142403	12.27708068
-55.25	-15.25	24.55545946	9.684217169	54.42640316	175.4546207	33.82457637	16.03134256	17.79323381	24.98805333	22.7266062	26.6571012	22.7266062	1413.819574	244.0433536	0.755855074	90.14938673	715.682462	4.631605298	356.2285639	4.631605298
-63.25	-12.25	25.28533305	10.69023677	55.81255638	147.8974446	35.18220375	16.02838342	19.15382033	25.28681263	24.66439105	26.92549689	24.26463161	1296.186111	207.6637419	3.379424021	71.58819746	532.8310717	26.19008844	358.4503138	378.7146373
