Sciname,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Thamnophilus_cryptoleucus,Thamnophilus cryptoleucus,Thamnophilidae,Passeriformes,7,3,4,0,4,24.4,13.8,5.8,7,25.6,76.5,9.4,69.2,12.3,60.7,27.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.98,-0.27,-4.09,-69.904840890000003,203477.44,Extant
Thamnophilus_divisorius,Thamnophilus divisorius,Thamnophilidae,Passeriformes,7,3,4,0,7,20.8,12.1,4.4,5.5,20.6,74.1,6.8,67.3,9.1,59.7,22.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.46,-6.94,-7.21,-74.072491920000004,938.37,Extant
Thamnophilus_doliatus,Thamnophilus doliatus,Thamnophilidae,Passeriformes,42,11,31,0,4,19.2,11.9,5.6,6.6,26.4,71.2,6.6,67.1,9,62.9,27.03,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,-27.52,23.8,-6.53,-59.306281910000003,10725968.4,Extant
Thamnophilus_insignis,Thamnophilus insignis,Thamnophilidae,Passeriformes,11,3,6,2,4,19.2,11.1,5,5.9,23.1,73.3,8.2,67.6,10.7,68.8,24.86,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,0.76,6.17,4.41,-64.410539839999998,143229.4,Extant
Thamnophilus_multistriatus,Thamnophilus multistriatus,Thamnophilidae,Passeriformes,14,8,6,0,4,20,11.7,5.7,6.1,25.3,71.6,6.7,66.1,9.4,66.5,27.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,0.96,10.81,4.8,-75.355414740000001,121617.79,Extant
Thamnophilus_murinus,Thamnophilus murinus,Thamnophilidae,Passeriformes,9,4,5,0,4,20.3,12.2,5.1,5.6,19.3,62.8,9.1,55.4,14,50.7,19.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.25,8.41,-1.88,-65.214760260000006,4198741.88,Extant
Thamnophilus_nigriceps,Thamnophilus nigriceps,Thamnophilidae,Passeriformes,13,5,7,1,11,19.6,11.5,5.1,5.9,23.1,73.7,6.6,67.1,9,59.2,22.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,4.6900000000000004,11.13,7.94,-75.029278649999995,210463.8,Extant
Thamnophilus_nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Passeriformes,8,4,4,0,4,24.1,13.4,5.5,6.8,24.8,77.7,5.8,71.3,7.4,57.5,30,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.82,7.93,0.21,-61.181866059999997,1467713.7,Extant
Thamnophilus_palliatus,Thamnophilus palliatus,Thamnophilidae,Passeriformes,13,6,7,0,4,21.4,11.3,5.7,6.1,24.9,70.6,8,64.3,11.2,65.9,27,Updated_literature,BoW,NO,NA,NA,Human Modified,2,1,Carnivore,Invertivore,Insessorial,-23.1,-0.57999999999999996,-10.67,-56.308784959999997,2542297.14,Extant
Thamnophilus_pelzelni,Thamnophilus pelzelni,Thamnophilidae,Passeriformes,15,9,6,0,4,16.6,10.1,4.3,6.2,21.7,68.5,6.5,60.9,9.7,58,20.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.13,-2.25,-12.85,-45.88563954,2622762.2999999998,Extant
Thamnophilus_praecox,Thamnophilus praecox,Thamnophilidae,Passeriformes,5,3,2,0,1,20.5,11.3,5.3,6.2,24.1,75,5,57.8,6.8,63.8,29.5,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.94,-0.17,-0.55000000000000004,-75.994434130000002,7704.87,Extant
Thamnophilus_punctatus,Thamnophilus punctatus,Thamnophilidae,Passeriformes,9,4,5,0,4,19.5,10.8,4.9,6,21.3,68.7,7.1,62.9,10.1,53.3,19.4,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-7.39,10.35,3.14,-59.281343450000001,1569761.66,Extant
Thamnophilus_ruficapillus,Thamnophilus ruficapillus,Thamnophilidae,Passeriformes,18,7,11,0,4,18.6,10.4,4.2,5.3,28,66.7,6.7,61.5,9.8,68.2,20.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-35.74,-5.26,-25.82,-54.284162760000001,1503488.25,Extant
Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilidae,Passeriformes,17,5,11,1,4,19.7,11.5,5.1,5.9,20.1,62.7,8.2,55.6,13.2,51.8,20.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18,3.34,-7.41,-65.557124939999994,3991785.91,Extant
Thamnophilus_stictocephalus,Thamnophilus stictocephalus,Thamnophilidae,Passeriformes,10,5,5,0,8,19.7,11.2,5.1,6,21,69.5,8.2,61.8,11.8,63.7,21.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.01,-0.91,-7.75,-56.245097629999997,1068500.3600000001,Extant
Thamnophilus_sticturus,Thamnophilus sticturus,Thamnophilidae,Passeriformes,8,2,4,2,4,18.8,9.7,4.6,5.6,23.8,66.2,8.4,58.7,12.7,56.1,18.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.45,-13.91,-17.39,-61.542646380000001,424021.1,Extant
Thamnophilus_tenuepunctatus,Thamnophilus tenuepunctatus,Thamnophilidae,Passeriformes,10,2,8,0,4,20,11.4,5.7,5.8,23.5,69.3,5.2,64.6,7.4,61.7,23.3,Dunning,NA,NO,NA,NA,Human Modified,2,1,Carnivore,Invertivore,Insessorial,-7.39,8.74,-1.74,-76.891989699999996,106396.97,Extant
Thamnophilus_torquatus,Thamnophilus torquatus,Thamnophilidae,Passeriformes,13,5,8,0,4,18.2,10.7,4.3,5.6,23.4,59.3,6.8,54.1,11.1,56.6,21.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-24.44,-4.9000000000000004,-13.89,-48.217477619999997,3732484.23,Extant
Thamnophilus_unicolor,Thamnophilus unicolor,Thamnophilidae,Passeriformes,13,6,7,0,4,22.1,10.4,4.9,5.9,22.4,69.4,5.3,64.8,7.6,62,24.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.22,7.13,-0.65,-76.539890459999995,168168.06,Extant
Thamnophilus_zarumae,Thamnophilus zarumae,Thamnophilidae,Passeriformes,10,3,7,0,5,19.4,10.1,5.1,5.7,25.6,67.2,6.6,61.3,9.7,65,22.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-6.27,-3.52,-4.5999999999999996,-79.832305489999996,27875.19,Extant
Willisornis_poecilinotus,Willisornis poecilinotus,Thamnophilidae,Passeriformes,48,18,26,4,15,19,10.7,4.6,4.5,23,65.3,10,55.9,15.4,42.1,18.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,7.56,-3.94,-62.346291899999997,6405171.4000000004,Extant
Xenornis_setifrons,Xenornis setifrons,Thamnophilidae,Passeriformes,1,1,0,0,1,19.7,12.2,5.3,6.3,21.9,70,6.4,63.6,9.1,71,24.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,7.81,9.56,8.8000000000000007,-78.273107409999994,5983.1,Extant
