"lon"	"lat"	"cells"	"id"	"bio.1"	"bio.2"	"bio.3"	"bio.4"	"bio.5"	"bio.6"	"bio.7"	"bio.8"	"bio.9"	"bio.10"	"bio.11"	"bio.12"	"bio.13"	"bio.14"	"bio.15"	"bio.16"	"bio.17"	"bio.18"	"bio.19"
-53.343258	-18.252828	7070	17901	22.73134791	9.877474978	55.05325215	215.0597687	31.56812873	13.62645482	17.94167391	23.96022989	19.99657493	24.77237237	19.99657493	1485.733638	272.8940036	2.118045009	92.80408973	795.2612408	10.34041685	373.1407894	10.34041685
-54.61982	-20.579878	7597	17566	23.42532857	10.49114023	56.02566847	246.0935108	32.28744065	13.56184484	18.72559581	25.36074144	20.25270617	25.36074144	20.25270617	1382.752506	248.407638	5.75491694	86.5746812	718.9810296	27.63322952	718.9810296	27.63322952
-57.664447	-18.935597	7167	16911	26.72298862	9.976843803	56.6524315	199.6081746	35.06243726	17.45181837	17.61061889	28.01789896	24.13704772	28.5656784	24.13704772	1226.383279	206.6445804	3.575800644	85.52319863	617.3497161	18.3540453	326.8840942	18.3540453
-49.419486	-14.211836	6230	18757	24.06548047	8.892288247	53.11301451	191.6470242	32.96338646	16.22118433	16.74220213	24.65541635	21.589899	26.31087789	21.589899	1284.038463	252.1869851	1.386003061	101.0223154	724.6645825	4.845802717	245.9762984	4.845802717
-56.3503	-16.3811	6640	17247	25.9794358	9.929627324	55.18422478	173.0911006	35.36209533	17.36849777	17.99359756	26.5368918	23.94489836	28.01947951	23.94489836	1347.744481	230.602565	1.116064677	89.06103997	680.3303938	6.362564969	347.5919019	6.362564969
-50.586376	-13.233856	6015	18451	25.22207867	9.229361522	55.38658464	171.4810991	34.37904323	17.71551075	16.66353248	25.50409916	23.31450031	27.44094457	23.31450031	1417.527062	275.8100168	0.478646247	98.54907988	772.4114498	2.583764734	275.8052952	2.583764734
-54.352158	-9.776923	5266	17697	23.71516479	10.29037052	51.94225489	159.2517376	34.87443096	15.06325691	19.81117405	23.38983575	23.0462246	25.53583866	22.88876014	2079.853024	340.1017304	1.18009261	83.01545216	980.0291042	10.9189166	481.3690785	607.5359244
-56.214664	-2.497458	3672	17275	24.82180274	8.065479665	60.83829777	81.3871457	33.61568357	20.35844272	13.25724085	24.65485355	24.15494697	25.98560327	24.15494697	1873.921817	312.9615333	28.2519595	59.5742236	733.7745803	276.1728579	292.8483256	276.1728579
-57.36	-22.68	8016	17014	24.76368901	10.33290477	58.31143748	288.3654786	32.3305787	14.61037626	17.72020244	27.6188577	20.98007058	27.6188577	20.98007058	1229.165074	198.4393558	14.06820781	73.79074684	574.7947774	54.26010046	574.7947774	54.26010046
-51.1201	-16.4456	6650	18338	23.68368863	9.738238397	54.13386369	201.3875448	32.73156124	14.74238084	17.9891804	24.61586939	21.0204845	25.7721796	21.0204845	1401.805113	254.5197982	1.10280686	96.09441979	755.7166301	5.14619877	321.9455077	5.14619877
-55.931108	-9.597261	5263	17370	23.76927337	10.11003239	53.28807122	145.1117009	34.28866095	15.316249	18.97241195	23.48897565	23.25127319	25.28932573	23.0475189	2055.880772	327.5646746	1.495421594	79.24263329	941.9450427	15.64290391	511.8462867	586.4465386
-48.2959	-9.2219	5172	18959	25.78080761	8.332538418	56.72065144	134.0682425	34.69916103	20.00867669	14.69048434	25.01065393	25.33875629	27.79166891	24.98215132	2077.624318	417.8491714	0.93453397	101.4503996	1144.736466	5.42756996	281.8908977	645.5693849
-50.81978	-5.922444	4425	18466	23.38994725	8.509023001	54.54184987	81.91474389	32.3129441	16.7120376	15.6009065	23.14765647	22.84462993	24.41592784	22.84462993	2909.257754	460.7927152	10.8334917	77.1008863	1258.074987	65.11682424	479.3000523	65.11682424
-56.65	-18.983333	7169	17130	26.56360154	9.858578032	55.7921629	195.7719289	35.22857997	17.55839563	17.67018434	27.70484874	23.98034728	28.47634111	23.98034728	1282.309155	223.3538722	2.967862709	87.81831468	660.7285542	15.72174313	334.6046814	15.72174313
-57.20581	-18.625424	7168	17022	26.68268372	9.929368273	56.47296887	195.9505682	35.20171978	17.61920469	17.58251509	27.87354222	24.12779588	28.56242189	24.12779588	1252.349182	214.5609599	3.29773074	86.67932974	638.1990502	17.05937712	330.1567563	17.05937712
-59.945732	-15.007933	6421	16457	25.15685068	9.997477953	54.79466427	162.2388555	34.25474228	16.00939287	18.24534941	25.48098596	23.92734952	26.99056434	23.92734952	1246.458444	213.3947221	2.076545377	81.84451722	572.3909182	12.59349184	332.7265915	12.59349184
-46.814	-11.233	5599	19231	24.20312648	8.549741782	54.02676201	159.0887733	32.89900433	17.07399194	15.82501239	24.23200168	22.38653368	26.36614417	22.38653368	1446.569841	316.4079793	1.773987938	106.8045416	843.8854249	7.771542375	189.934807	7.771542375
-48.563071	-6.443599	4535	18872	25.01533814	7.582464712	55.16760197	137.891207	33.63544319	19.89102719	13.744416	23.9441706	25.62054288	26.39683575	23.9441706	2901.064464	525.7229798	4.679602782	89.18968992	1341.952039	31.51282534	377.4033445	1341.952039
-59.518056	-19.559722	7375	16448	26.74638593	9.614536259	55.89843588	251.1664951	33.94270185	16.74269239	17.20000946	28.99036963	23.41630376	28.99036963	23.41630376	1087.430037	176.6686174	6.942338286	78.26327882	519.9695629	31.78889438	519.9695629	31.78889438
