"lon"	"lat"	"cells"	"id"	"bio.1"	"bio.2"	"bio.3"	"bio.4"	"bio.5"	"bio.6"	"bio.7"	"bio.8"	"bio.9"	"bio.10"	"bio.11"	"bio.12"	"bio.13"	"bio.14"	"bio.15"	"bio.16"	"bio.17"	"bio.18"	"bio.19"
-47.844	-7.936	4855	19054	25.93931042	7.626022695	57.47333339	150.2785027	34.20545588	20.93665408	13.2688018	24.72301297	26.21916097	27.91232022	24.72301297	2514.934233	493.8041883	1.66670094	99.73771893	1320.869789	10.34982053	292.3791385	1320.869789
-47.798	-12.472	5809	19045	24.38352255	8.817356917	54.08508422	166.2648072	33.33655208	17.03380051	16.30275157	24.55478219	22.43861749	26.56236185	22.43861749	1406.880054	298.8998225	1.25628612	104.9824337	815.6014497	5.448967173	216.5958944	5.448967173
-57.55	-22.733333	8015	16903	25.09517987	10.33454534	58.4323512	293.1485757	32.54375082	14.85740904	17.68634178	28.05632575	21.25070119	28.05632575	21.25070119	1206.95304	193.8479948	13.96460697	72.99073625	558.3381213	53.95653199	558.3381213	53.95653199
-51.456289	-13.653353	6120	18343	24.94262067	9.321490372	55.0946369	177.431362	34.09074089	17.1716887	16.91905219	25.35681382	22.86126905	27.15836693	22.86126905	1394.744241	266.6351555	0.489539902	97.52385469	752.9920648	2.685660153	284.0449845	2.685660153
-56.416769	-14.833113	6322	17250	24.95037434	9.779130101	55.03798975	152.743228	34.14060326	16.37263945	17.76796381	25.23141836	23.39087656	26.83581497	23.39087656	1409.204452	241.3148608	0.836315698	87.85942249	691.1243111	5.204444648	364.6436551	5.204444648
-56.425781	-17.66496	6958	17244	26.59083804	9.915755397	55.00179569	183.9515383	35.69995293	17.67189535	18.02805758	27.4111523	24.22663104	28.593758	24.22663104	1320.096606	228.333559	1.881685234	89.27723846	679.8592321	10.12259576	337.9384228	10.12259576
-54.96417	-8.746311	5053	17590	23.24762696	9.979841793	53.58759351	122.4937116	33.78334496	15.15992648	18.62341848	22.97033834	22.70648509	24.65498558	22.65869882	2268.530896	359.5022329	2.121571362	78.49983337	1034.120917	20.13385153	535.624477	678.6516504
-56.667438	-21.008641	7699	17125	24.75847081	10.02248299	57.08784402	250.8964782	32.74515161	15.18890445	17.55624716	26.93016674	21.40895973	26.93016674	21.40895973	1271.658531	220.6142548	8.833054551	81.72271629	638.5720462	37.07281953	638.5720462	37.07281953
-52.888398	-18.260979	7071	18017	22.12505185	9.97153922	54.51871569	232.715898	31.03244873	12.74232745	18.29012128	23.55268373	19.12057188	24.23943232	19.12057188	1474.267458	267.8274909	2.244747409	92.77412987	787.0144141	10.43259771	370.1810159	10.43259771
-56.55632	-15.736433	6533	17136	26.09097168	9.820955047	54.80503182	166.8193171	35.40845152	17.48864613	17.91980539	26.57886086	24.18705105	28.09681872	24.18705105	1332.612756	225.9769338	1.094064609	87.7532451	657.2714857	6.315352792	348.7000995	6.315352792
-48.306885	-10.206813	5384	18957	25.22946157	8.601418832	55.53108816	143.3804963	34.32473161	18.83535599	15.48937562	24.807499	24.23105376	27.36890647	24.23105376	1819.550131	372.5866673	0.796196407	102.7321768	1021.267032	4.195542701	261.8225269	4.195542701
-55.838013	-18.994609	7171	17352	26.02990722	9.920979613	55.30483928	197.6813293	34.9559284	17.01720958	17.93871882	27.11629206	23.40822099	27.98331593	23.40822099	1346.598222	241.4706558	2.552748846	89.70265312	707.1409539	14.04239227	345.6307051	14.04239227
-55.892644	-15.696177	6535	17358	25.23613665	9.72423857	54.53771513	175.1375866	34.52070725	16.69040661	17.83030064	25.72812668	23.30530397	27.32175956	23.30530397	1379.876218	237.1729643	0.92460634	89.62875836	698.0783788	5.497904187	352.9305683	5.497904187
-57.4334	-21.0334	7698	17017	25.41732265	9.93215311	57.36132936	249.4584042	33.16199256	15.84692469	17.31506787	27.61095701	22.08282923	27.61095701	22.08282923	1233.756117	210.1837826	9.100489284	80.65207954	613.234779	37.74056982	613.234779	37.74056982
-55.690513	-5.979893	4415	17378	23.84786352	8.44726276	57.97725581	76.78813932	31.78415609	17.21419647	14.56995962	23.7465513	23.05805316	24.85156997	23.05805316	2361.263536	355.1648977	15.29750355	66.12903452	997.966121	88.23077596	475.1764138	88.23077596
-54.363849	-21.927788	7810	17673	22.78956984	10.55847453	56.37709514	272.5253263	31.36631927	12.63801392	18.72830535	25.19985195	19.22908649	25.19985195	19.22908649	1376.344264	245.2906385	8.290731894	84.1806907	709.3068067	36.70171567	709.3068067	36.70171567
-55.26	-24.11	8338	17451	22.04112442	10.66978301	58.18942839	317.6267828	29.96466803	11.62837687	18.33629116	25.31844497	17.9156019	25.31844497	17.9156019	1373.831764	217.2730961	23.08895322	68.48095607	625.1270843	83.55802754	625.1270843	83.55802754
-46.957778	-22.431944	7931	19209	18.09264364	10.01304423	57.17826859	304.046338	26.0219325	8.509957276	17.51197522	21.19119894	13.93839424	21.19119894	13.93839424	1385.931844	245.029599	16.73502898	78.39332351	691.0472547	62.43223099	691.0472547	62.43223099
-61.008	-13.535	6100	16089	24.38047163	10.78593953	54.78636081	163.9398126	34.37460769	14.68733631	19.68727138	24.57124292	23.37776244	26.17770829	23.37776244	1333.516183	224.4696457	2.395289144	78.13224658	595.5306521	17.78869461	358.5772661	17.78869461
-57.475161	-15.642929	6532	17028	26.34598937	9.907892427	55.11320771	163.1535665	35.67864687	17.70130017	17.9773467	26.84586698	24.46531659	28.30568133	24.46531659	1306.871517	219.5872367	1.223445269	86.58980364	634.0774372	6.986297184	345.1666208	6.986297184
-48.58	-12.05	5807	18860	24.9377957	8.83470592	54.71957959	161.8161125	33.98054074	17.83512079	16.14541995	25.00360871	23.23261723	27.13832377	23.23261723	1485.388996	307.7112175	0.775365951	103.0744909	845.6045936	3.381748299	244.6742466	3.381748299
-54.7	-2.43	3675	17603	24.51054691	7.598194293	63.82446147	65.17199083	32.326975	20.42214397	11.90483103	24.3871004	25.42965977	25.42965977	23.89866653	1740.421242	323.4462746	35.01174817	60.63646193	709.8367427	218.4455501	218.4455501	297.5975358
-47.87	-12.55	5915	19044	24.12704211	8.757484508	53.47250293	174.4112378	33.01933282	16.64178543	16.37754739	24.44622686	21.97289122	26.30842528	21.97289122	1336.722149	281.9209478	1.50378244	104.6364519	775.600955	6.17198737	212.9296606	6.17198737
-46.95	-12.93	5917	19228	23.99225105	8.714581933	53.34020817	178.3812272	32.55018597	16.21245083	16.33773514	24.52229238	21.57309639	25.98217358	21.57309639	1200.178201	255.9549595	2.649593489	104.8298205	698.6462652	10.34244065	180.5082285	10.34244065
-54.75	-18.5	7173	17570	25.07540406	9.969888272	55.86170203	200.2986922	34.01652255	16.16907446	17.84744809	26.15245689	22.46312702	27.04514346	22.46312702	1411.330077	257.7920363	2.354741829	91.11124633	750.4035098	13.13375144	359.8763736	13.13375144
-53.48	-1.8	3572	17934	24.00632851	7.270967119	65.09656141	55.40856381	31.39810638	20.2285961	11.16951028	23.93201638	24.72510005	24.72510005	23.43712948	1851.194596	370.3430162	37.85761402	64.4449576	778.9504026	174.3394513	174.3394513	376.2119277
-53.2	-10.333333	5374	17917	24.01874745	10.32782829	52.23500006	168.7398769	35.14629787	15.37444321	19.77185466	23.67902412	23.21940451	26.07493357	23.10162761	1978.981348	338.745108	0.807240567	87.15141062	964.3737022	6.811025316	434.0222664	573.7743543
-40.8	-18.7	7201	20254	22.51989511	4.781943381	46.52957834	215.9932158	27.83637043	17.55915849	10.27721194	24.8115305	19.75039964	24.8115305	19.75039964	907.5285271	116.393634	41.41873359	36.6040929	306.8735921	143.7624907	306.8735921	143.7624907
-40.066667	-5.433333	4340	20355	24.42442177	7.329033056	61.86165322	102.6876429	31.25489351	19.40743604	11.84745747	24.03917551	25.82458756	25.82458756	23.34579606	1642.968195	380.947598	6.97367735	103.7344177	909.2160199	54.07799316	54.07799316	61.28998129
