scientificName
Pinus strobus L.
Acer rubrum L.
Trientalis borealis Raf. ssp. borealis
Vaccinium pallidum Aiton
Quercus rubra L.
Gaultheria procumbens L.
Medeola virginiana L.
Fraxinus americana L.
Amelanchier laevis Wiegand
Hamamelis virginiana L.
Betula lenta L.
Rubus idaeus L.
Carex sp.
Maianthemum canadense Desf.
Dryopteris sp.
Vitis labrusca L.
Dennstaedtia punctilobula (Michx.) T. Moore
Symphyotrichum lanceolatum (Willd.) G.L. Nesom
Celastrus orbiculatus Thunb.
Oxalis stricta L.
Glyceria striata (Lam.) Hitchc.
Acer saccharum Marshall
Epipactis helleborine (L.) Crantz
Rubus hispidus L.
Circaea alpina L. ssp. alpina
Hydrocotyle americana L.
Mitchella repens L.
Onoclea sensibilis L.
Arisaema triphyllum (L.) Schott ssp. triphyllum
Elymus virginicus L.
Carex intumescens Rudge
Rubus flagellaris Willd.
Thelypteris noveboracensis (L.) Nieuwl.
Lysimachia ciliata L.
Parthenocissus quinquefolia (L.) Planch.
Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen
Acer nigrum Michx. f.
Rubus pubescens Raf.
Pyrola elliptica Nutt.
Geranium maculatum L.
Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.
Lycopus uniflorus Michx.
Galium asprellum Michx.
Thelypteris simulata (Davenport) Nieuwl.
Impatiens capensis Meerb.
Poa pratensis L.
Symphyotrichum cordifolium (L.) G.L. Nesom
Toxicodendron radicans (L.) Kuntze
Ilex verticillata (L.) A. Gray
Dryopteris marginalis (L.) A. Gray
Osmunda cinnamomea L. var. cinnamomea
Tsuga canadensis (L.) Carrière
Vaccinium angustifolium Aiton
Eurybia divaricata (L.) G.L. Nesom
Prunus serotina Ehrh. var. serotina
Brachyelytrum aristosum (Michx.) Trel.
Acer saccharum Marshall var. saccharum
Betula alleghaniensis Britton
Anemone quinquefolia L. var. quinquefolia
Aralia nudicaulis L.
Osmunda claytoniana L.
Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray
Betula sp.
Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald
Clematis virginiana L.
Polystichum acrostichoides (Michx.) Schott var. acrostichoides
Dryopteris carthusiana (Vill.) H.P. Fuchs
Galium triflorum Michx.
Carex blanda Dewey
Coptis trifolia (L.) Salisb.
Nyssa sylvatica Marshall
Tiarella cordifolia L.
Viola sp.
Carex leptalea Wahlenb.
Fagus grandifolia Ehrh.
Poa palustris L.
Carex lacustris Willd.
Vaccinium corymbosum L.
Galium tinctorium (L.) Scop.
Spiraea alba Du Roi var. latifolia (Aiton) Dippel
Toxicodendron vernix (L.) Kuntze
Rhamnus cathartica L.
Phragmites australis (Cav.) Trin. ex Steud. ssp. australis
Carex atlantica L.H. Bailey
Frangula alnus Mill.
"Lysimachia terrestris (L.) Britton, Sterns & Poggenb."
Spiraea alba Du Roi
Carya glabra (Mill.) Sweet
Uvularia sessilifolia L.
Carex spp.
Acer pensylvanicum L.
Corylus cornuta Marshall var. cornuta
Viburnum acerifolium L.
Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow
Carya ovata (Mill.) K. Koch
Dryopteris intermedia (Muhl. ex Willd.) A. Gray
Monotropa uniflora L.
Quercus velutina Lam.
Gaylussacia baccata (Wangenh.) K. Koch
Quercus alba L.
Kalmia angustifolia L.
"Lycopodium hickeyi W.H. Wagner, Beitel & Moran"
Cornus amomum Mill.
Lycopodium clavatum L.
Rubus allegheniensis Porter
Corylus americana Walter
Epigaea repens L.
Castanea dentata (Marshall) Borkh.
Lycopodium obscurum L.
Amelanchier stolonifera Wiegand
Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller
Melampyrum lineare Desr.
Cypripedium acaule Aiton
Solidago rugosa Mill.
Lycopus virginicus L.
Epilobium ciliatum Raf.
Lycopodium digitatum Dill. ex A. Braun
Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton
Lindera benzoin (L.) Blume
Dichanthelium boreale (Nash) Freckmann
Prunus serotina Ehrh.
Trillium undulatum Willd.
Kalmia latifolia L.
Carex debilis Michx.
Sorbus americana Marshall
Polygala paucifolia Willd.
Carex lucorum Willd. ex Link
Betula populifolia Marshall
Cardamine pensylvanica Muhl. ex Willd.
"Ilex mucronata (L.) Powell, Savolainen & Andrews"
Polygonum arifolium L.
Panax trifolius L.
Viola labradorica Schrank
Prenanthes sp.
Solidago canadensis L.
Tiarella cordifolia L. var. cordifolia
Maianthemum trifolium (L.) Sloboda
Picea rubens Sarg.
Amphicarpaea bracteata (L.) Fernald
Poa alsodes A. Gray
Clintonia borealis (Aiton) Raf.
Pinus resinosa Aiton
Veronica officinalis L. var. officinalis
Berberis thunbergii DC.
Oryzopsis asperifolia Michx.
Polygonatum pubescens (Willd.) Pursh
Dichanthelium clandestinum (L.) Gould
Lysimachia punctata L.
Carex swanii (Fernald) Mack.
Deparia acrostichoides (Sw.) M. Kato
