"x"	"y"	"id"	"bio.1"	"bio.2"	"bio.3"	"bio.4"	"bio.5"	"bio.6"	"bio.7"	"bio.8"	"bio.9"	"bio.10"	"bio.11"	"bio.12"	"bio.13"	"bio.14"	"bio.15"	"bio.16"	"bio.17"	"bio.18"	"bio.19"
-41.75	-4.25	20127	26.43089535	7.488937308	64.24855419	115.0104075	33.63702125	21.9808254	11.65619585	25.44423309	28.05117415	28.05117415	25.44423309	1911.943724	480.2636181	4.187883434	106.2168625	1143.02302	61.01187254	61.01187254	1143.02302
-41.25	-4.25	20206	26.00806849	7.519691039	65.35662549	98.30045511	32.9732042	21.46757492	11.50562928	25.24442068	27.40874323	27.40874323	25.24442068	1760.587646	445.1317499	4.725122338	106.026253	1055.144624	56.69009401	56.69009401	1055.144624
-40.75	-4.25	20283	25.55765703	7.168970923	63.93902673	89.3486801	32.30424091	21.0920419	11.21219901	25.00043146	26.82357232	26.82357232	24.97015522	1657.023836	413.5768737	5.603284745	104.1871426	985.678578	55.58325882	55.58325882	69.91709926
-40.25	-4.25	20357	25.18772486	6.998137121	62.90043319	84.29007849	31.83465979	20.70892223	11.12573756	24.80609211	26.33418953	26.33418953	24.44354122	1559.564954	379.3467847	6.94984148	101.2643189	911.5823049	55.75062103	55.75062103	78.78090192
-39.75	-4.25	20427	25.07182928	6.482564124	62.8320004	74.97151822	31.13211946	20.81482241	10.31729705	24.86637164	26.03035273	26.03035273	24.26200627	1512.404364	357.9581074	7.94531358	98.41685035	869.8422951	57.11291337	57.11291337	87.73003351
-39.25	-4.25	20493	25.21767144	5.73519274	63.42428404	63.21570183	30.4209529	21.37837114	9.04258176	25.14436357	25.97805227	25.97805227	24.45323815	1494.129571	336.7134623	8.97934801	94.55339503	835.9186471	58.73904058	58.73904058	103.7745865
-38.75	-4.25	20549	25.50293809	5.216517466	64.05388394	52.59546348	30.13176866	21.98781681	8.14395185	25.52320688	26.08929624	26.08929624	24.83260449	1473.031479	318.5159429	9.801221784	91.62909274	805.2596177	60.14060133	60.14060133	114.5740987
-38.25	-4.25	20604	25.75943507	4.08025916	64.65160744	41.84580712	29.09869048	22.78754166	6.31114882	25.93687308	26.05527953	26.05527953	25.1367162	1454.632608	307.1104056	10.28354145	90.11873709	792.6804628	58.10349608	58.10349608	128.8055566
-37.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-37.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-36.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-36.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-35.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-35.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-34.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-34.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-33.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-33.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-32.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-32.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-31.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-31.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-30.75	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-30.25	-4.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-89.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-89.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-88.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-88.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-87.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-87.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-86.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-86.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-85.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-85.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-84.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-84.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-83.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-83.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-82.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-82.25	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-81.75	-4.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-81.25	-4.75	10332	24.19461222	4.730560567	57.98305161	92.53908104	29.03486462	20.87634168	8.15852294	24.18690387	24.83587813	24.90196116	22.85370571	1817.98281	386.1248736	13.90678058	90.82105531	875.4816959	60.11864742	650.328253	232.0542138
-80.75	-4.75	10415	23.22078027	6.054355063	65.87433824	61.84320605	28.95421015	19.763446	9.19076415	23.09663307	23.78447052	23.78447052	22.43733783	1804.796716	362.1003134	13.49774751	85.08724157	856.9573544	60.17266605	60.17266605	280.8209054
-80.25	-4.75	10503	22.00685913	7.314330102	65.32303663	46.36220151	28.54293976	17.34577184	11.19716792	21.8639322	22.2406599	22.2406599	21.8639322	1709.075168	318.949798	13.72268687	78.76004097	793.21131	61.12224838	61.12224838	793.21131
-79.75	-4.75	10589	21.25589283	8.404542693	64.70426339	64.77875045	28.69339807	15.70423437	12.9891637	21.09423826	21.2655267	21.74360236	20.92020399	1564.018456	272.7432473	14.32619405	73.76802186	707.1345066	62.00907047	330.9121577	463.9627214
-79.25	-4.75	10674	21.00325674	9.069930869	64.77700108	75.16671682	29.19839217	15.19661574	14.00177643	20.8563514	20.84557357	21.78078456	20.53031745	1423.664177	228.6529848	17.69263812	67.39848419	614.7056081	72.84209373	330.4174297	405.6990456
-78.75	-4.75	10757	21.07235537	9.449990578	65.93428896	77.99142327	29.5559471	15.22350987	14.33243723	20.97755989	20.76802883	21.98598271	20.55785006	1321.503278	196.3869184	21.79389841	61.03542287	545.0856918	86.79657945	327.0180576	362.6029492
-78.25	-4.75	10846	20.971609	9.296061099	67.87348373	71.89562269	28.8908708	15.19471055	13.69616025	21.00373343	20.50701444	21.80982908	20.50701444	1312.193565	183.4930446	27.22429496	54.42780552	520.3528443	108.4441781	329.7603349	108.4441781
-77.75	-4.75	10947	21.23961395	8.975001955	69.27157794	65.87584298	28.42679209	15.47053756	12.95625453	21.40667359	20.6398609	21.93815453	20.6398609	1371.051436	182.1398106	33.27796212	48.12390036	525.3655565	135.60309	341.4539363	135.60309
-77.25	-4.75	11057	21.78647434	8.912214431	68.97480946	66.84409132	28.87028021	15.94931022	12.92096999	22.01761382	21.10614522	22.45233505	21.10614522	1439.781661	184.2510191	37.45786387	44.47978488	539.4764879	155.7415536	352.295756	155.7415536
-76.75	-4.75	11182	22.57847263	9.088847705	68.85597814	70.3832398	29.80508689	16.60529226	13.19979463	22.79234338	21.89981764	23.29979372	21.89981764	1508.74196	189.0188228	40.12715242	42.4237761	556.5758117	170.799304	360.8820254	170.799304
-76.25	-4.75	11310	23.50564274	9.240011366	68.62595044	73.6884488	30.79630307	17.33199211	13.46431096	23.68736096	22.84860928	24.28366647	22.84860928	1570.887409	198.368211	41.63628631	41.89269614	576.3947948	179.5858604	368.6963725	179.5858604
-75.75	-4.75	11442	23.89369002	9.022140238	68.87388283	71.97830132	30.86213803	17.76262938	13.09950865	24.08640097	23.2312184	24.61946794	23.2312184	1638.085665	209.3833567	41.8458366	42.36858553	602.4293861	184.1058696	379.2605475	184.1058696
-75.25	-4.75	11574	24.15044674	8.73651718	68.1007089	69.26320965	30.97712073	18.148301	12.82881973	24.36048752	23.48271875	24.79924275	23.48271875	1703.894623	220.8330303	41.09472723	43.17879825	629.5961896	185.2062566	392.568801	185.2062566
-74.75	-4.75	11710	24.36240287	8.58534747	67.24273448	67.58073551	31.20518424	18.43748891	12.76769533	24.57140596	23.7128027	24.96594562	23.7128027	1744.914339	229.5582027	39.2549904	44.06721099	649.4662394	183.1509946	402.5626702	183.1509946
-74.25	-4.75	11850	24.3757793	8.552862135	66.1102896	66.40849497	31.34124933	18.40398618	12.93726315	24.57088182	23.76276574	24.95964829	23.76276574	1771.335714	235.0824211	36.01516914	45.04414919	663.8327236	176.9599001	411.4364305	176.9599001
-73.75	-4.75	11994	24.38173593	8.539317292	65.11571428	65.75917887	31.48180076	18.36773546	13.1140653	24.56166103	23.79695058	24.95696521	23.79695058	1800.144946	239.9517685	33.51427461	45.59715615	676.9031672	173.0975406	421.6833349	173.0975406
-73.25	-4.75	12142	24.37816906	8.469296133	64.52357217	64.23254045	31.52570927	18.39981458	13.12589469	24.54773161	23.81196957	24.93348715	23.81196957	1832.504985	244.4849565	31.30509659	46.02891623	689.780023	169.0098537	434.4078215	169.0098537
-72.75	-4.75	12297	24.36764521	8.375432681	64.10935945	62.91974204	31.52664577	18.4623557	13.06429007	24.5311129	23.80687802	24.90247462	23.80687802	1860.949701	248.4147815	28.77711803	46.4490528	700.6312758	163.8780106	447.8594704	163.8780106
-72.25	-4.75	12462	24.37301346	8.314243684	63.41849763	61.96028401	31.61412456	18.50400055	13.11012401	24.52315091	23.83106387	24.89369188	23.83106387	1881.041962	249.3854308	27.27803308	46.54128521	705.01404	160.1900577	459.476876	160.1900577
-71.75	-4.75	12631	24.3847149	8.292371503	62.67221975	61.55073795	31.74874345	18.5174082	13.23133525	24.51982188	23.86731444	24.89955667	23.86731444	1893.508576	247.2869187	25.55722	46.49216802	703.2274533	155.4090813	470.7120881	155.4090813
-71.25	-4.75	12813	24.41227648	8.266062616	62.0272604	61.27565626	31.88699817	18.56049856	13.32649961	24.53012323	23.91652745	24.92259104	23.91652745	1902.845812	243.0652551	24.44963731	46.12445863	697.1105184	152.7793458	481.3077425	152.7793458
-70.75	-4.75	12998	24.41827082	8.245602648	61.62328174	60.95557854	31.95959996	18.5789386	13.38066136	24.5198132	23.93622517	24.92763913	23.93622517	1908.828408	241.3024198	23.7814742	45.6174572	687.2176407	150.9113489	491.4462355	150.9113489
-70.25	-4.75	13192	24.42384383	8.205768609	61.39758079	60.56507088	31.98502707	18.62005649	13.36497058	24.51069349	23.94696934	24.93073395	23.94696934	1914.728178	240.1729113	23.40783322	45.02098044	675.9968821	150.1809336	501.9771261	150.1809336
-69.75	-4.75	13394	24.4256417	8.158583713	61.15389349	59.99895172	32.00290754	18.66183758	13.34106996	24.49377352	23.95913528	24.9307414	23.95913528	1920.30879	239.2258558	23.35420853	44.50291111	665.2333015	150.2168601	511.9173708	150.2168601
-69.25	-4.75	13592	24.41861677	8.114724063	60.98440856	59.40819277	31.99680772	18.69058035	13.30622737	24.46961046	23.96356579	24.92291518	23.96356579	1936.398815	239.7908796	23.40593534	44.06918079	658.0331761	150.8991019	525.3074621	150.8991019
-68.75	-4.75	13779	24.41280502	8.054382988	60.86561109	58.65489151	31.96863588	18.73557563	13.23306025	24.44533417	23.96583609	24.91494473	23.96583609	1958.772117	240.890505	23.82114914	43.64407435	654.3659112	153.0792941	539.5906187	153.0792941
-68.25	-4.75	13965	24.4065139	8.012585348	60.89479976	57.91134734	31.92503057	18.76695241	13.15807816	24.42081751	23.964275	24.91042047	23.964275	1989.116281	244.696803	24.26133222	43.4466052	655.7514494	155.1376277	555.9100829	155.1376277
-67.75	-4.75	14147	24.39767592	7.95760511	60.9821419	57.12948587	31.85416644	18.80509197	13.04907447	24.39397247	23.95516721	24.90338766	23.95516721	2028.099551	249.6721745	24.99333791	43.29222534	663.1524682	158.2288512	573.4427151	158.2288512
-67.25	-4.75	14321	24.39318114	7.898246488	61.05596949	56.61660475	31.78099215	18.84491636	12.93607579	24.36857641	23.9481133	24.90595654	23.9481133	2067.775726	255.8258009	25.49690655	43.39383987	674.9396541	160.0651917	589.9986349	160.0651917
-66.75	-4.75	14488	24.38912857	7.843776283	61.20872852	56.2698602	31.690751	18.87595077	12.81480023	24.34813993	23.93703845	24.91072232	23.93703845	2119.36643	265.6615021	26.07532238	43.7615976	693.8206669	161.3832567	608.672408	161.3832567
-66.25	-4.75	14648	24.39116984	7.791787488	61.14345419	56.48093393	31.65562831	18.91217508	12.74345323	24.32696112	23.93664024	24.9275326	23.93664024	2176.704148	275.6123937	26.82679469	44.17397386	718.5728459	163.2420813	626.4426992	163.2420813
-65.75	-4.75	14808	24.41205691	7.779669252	60.71173585	57.57052188	31.74592932	18.93181827	12.81411105	24.31872048	23.96473297	24.97069798	23.96473297	2234.282833	287.7947515	27.33410776	44.96434908	747.1029809	163.1419943	641.8335944	163.1419943
-65.25	-4.75	14964	24.44315255	7.775957238	60.17114923	59.28869196	31.88626161	18.96319576	12.92306585	24.31613791	24.00629026	25.03061086	24.00629026	2296.911044	300.1585704	28.00403981	45.87989269	781.7370324	163.4726325	655.3259357	163.4726325
-64.75	-4.75	15122	24.49359654	7.779389363	59.83686839	61.76145665	32.01900303	19.0180062	13.00099683	24.33077316	24.05757163	25.12204496	24.05757163	2350.944919	311.2840757	28.32083747	46.98875945	816.4566635	162.4328729	663.929999	162.4328729
-64.25	-4.75	15279	24.55673078	7.788969527	59.51324554	64.41862349	32.1774351	19.08964354	13.08779156	24.36363838	24.11541838	25.22745017	24.11541838	2400.250749	324.0378711	28.37099634	48.53112452	852.2784591	159.4659081	667.7291658	159.4659081
-63.75	-4.75	15426	24.61878228	7.813019384	58.13032484	67.68719073	32.59720472	19.15668223	13.44052249	24.3942921	24.16490656	25.34196342	24.16490656	2446.960122	334.9901368	28.46539659	50.12390305	889.1591205	157.1794687	668.3296587	157.1794687
-63.25	-4.75	15569	24.6686268	7.874451365	56.8427028	71.32435054	33.02307948	19.17002363	13.85305585	24.41603964	24.1950389	25.44904749	24.1950389	2474.30364	344.3489611	28.03927718	51.90562994	918.7999635	152.8419088	661.4517177	152.8419088
-62.75	-4.75	15710	24.71163554	7.947161253	55.71384343	75.27735146	33.43468834	19.17043952	14.26424882	24.43215728	24.21682894	25.5540826	24.21682894	2495.765468	351.8268561	27.64786247	53.75976938	947.9340104	149.035272	650.1786882	149.035272
-62.25	-4.75	15846	24.7510043	8.021443114	54.76184473	79.63260405	33.80999909	19.16213039	14.6478687	24.44401302	24.23605888	25.66267242	24.23605888	2502.27564	356.4916339	27.10741198	55.40976106	970.0170233	145.3316823	634.5977288	145.3316823
-61.75	-4.75	15977	24.78167115	8.088353321	54.11427145	83.68518378	34.08971961	19.14291703	14.94680258	24.45111166	24.25420748	25.75552673	24.25420748	2490.688833	359.5678606	26.28173395	57.14276292	984.2702503	140.353297	611.677439	140.353297
-61.25	-4.75	16107	24.79939766	8.141360578	53.8024289	87.025738	34.26431441	19.13235709	15.13195732	24.45339525	24.2533236	25.83303233	24.2533236	2476.378181	360.8025057	25.64592224	58.75450556	996.5133133	136.7683239	587.7011905	136.7683239
-60.75	-4.75	16236	24.7800821	8.187714975	53.91328676	88.74027422	34.27433947	19.08751732	15.18682215	24.43460909	24.20100407	25.8608873	24.20100407	2448.740565	360.3469046	24.97718136	60.07404712	998.8488688	133.1009668	561.5251393	133.1009668
-60.25	-4.75	16358	24.75093966	8.209674717	54.31198211	89.4530197	34.17519953	19.05942876	15.11577077	24.41560089	24.13586149	25.86712446	24.13586149	2419.442965	358.0085653	24.51453228	61.26483338	999.0977127	130.7860729	535.141075	130.7860729
-59.75	-4.75	16478	24.72545156	8.236093525	54.70894824	89.98973953	34.06452475	19.01014372	15.05438103	24.39619267	24.08766919	25.87150458	24.08766919	2390.84778	355.2942583	24.22599127	62.10604167	995.8526699	129.2530962	512.2617012	129.2530962
-59.25	-4.75	16594	24.71041544	8.253137068	55.06548082	90.04721391	33.94506689	18.95720708	14.98785981	24.38376267	24.06663193	25.87307193	24.06663193	2357.85478	353.6061868	23.8380785	62.77289663	987.5986037	127.2120626	489.6813396	127.2120626
-58.75	-4.75	16709	24.67613141	8.250625146	55.60304629	89.09262687	33.75023488	18.91179401	14.83844087	24.36086598	24.02445182	25.8398072	24.02445182	2328.959155	352.4780554	23.77158699	63.21201501	978.9372495	126.6971773	470.1680144	126.6971773
-58.25	-4.75	16824	24.60941898	8.271311554	56.3306524	87.26184247	33.50409003	18.82058966	14.68350037	24.31464406	23.94161914	25.76244689	23.94161914	2298.569055	347.5957255	23.70956592	63.32517257	964.5267905	125.8516195	453.7159111	125.8516195
-57.75	-4.75	16939	24.50866818	8.249522235	57.24963919	84.23611618	33.14970324	18.7399666	14.40973664	24.24475264	23.82115117	25.63047716	23.82115117	2273.804635	342.8141094	23.88118739	63.22865164	950.1811691	126.1889509	440.4993475	126.1889509
-57.25	-4.75	17050	24.37391494	8.1869072	58.27014508	80.38644325	32.68726041	18.6373431	14.04991731	24.14256456	23.67305238	25.45088064	23.67305238	2255.42551	337.2085916	24.07217243	62.98347316	936.5765589	126.4914958	431.3849923	126.4914958
-56.75	-4.75	17158	24.23228099	8.096354952	59.20458271	76.37836503	32.21375682	18.53854017	13.67521665	24.02905804	23.52690021	25.25849699	23.52690021	2249.14646	331.0647404	24.45453853	62.56749474	924.0553868	127.2078294	426.3180934	127.2078294
-56.25	-4.75	17270	24.064898	7.965779715	60.24901494	71.81150074	31.65838279	18.43695548	13.22142731	23.89234108	23.35903099	25.0262201	23.35903099	2253.328672	327.5940846	25.08225445	62.14870529	917.1547476	129.0429144	423.6581003	129.0429144
-55.75	-4.75	17380	23.91099526	7.879322707	61.22506582	67.8721078	31.17391763	18.30447829	12.86943934	23.76519046	23.20734316	24.81289503	23.20734316	2274.989162	325.2877307	25.60242783	61.82418287	916.0192705	130.4022632	425.6595306	130.4022632
-55.25	-4.75	17490	23.75875151	7.780236568	62.13039756	64.10049451	30.6995379	18.17710625	12.52243165	23.63591255	23.06152968	24.59922853	23.06152968	2311.714851	326.5244539	26.4073123	61.56915394	922.60368	132.994854	430.36153	132.994854
-54.75	-4.75	17598	23.6307101	7.71133281	62.81816701	60.84130945	30.31982271	18.04418148	12.27564123	23.52669152	22.94444208	24.41852515	22.94444208	2356.705479	330.2314551	26.86196626	61.60232243	936.2052308	134.4530117	435.9372233	134.4530117
-54.25	-4.75	17707	23.55735358	7.687537819	63.07848921	58.73869417	30.12164379	17.93438643	12.18725736	23.46170929	22.88453835	24.3141849	22.88453835	2421.655626	344.7242434	27.02826923	61.94535947	956.6243687	134.9609046	444.0708742	134.9609046
-53.75	-4.75	17817	23.4843705	7.648313583	62.48157726	56.44738469	30.0748149	17.83390499	12.24090991	23.39663316	22.82707284	24.20483783	22.82707284	2494.819605	360.9905627	27.32359625	62.44555615	984.0802567	136.2179654	451.4176852	136.2179654
-53.25	-4.75	17928	23.44258218	7.658862747	61.85326436	54.74884787	30.11953752	17.73722783	12.38230969	23.3637956	22.80119933	24.13796647	22.80119933	2575.238478	380.52599	26.9334135	63.36349665	1015.036633	135.1799644	457.8232539	135.1799644
-52.75	-4.75	18044	23.40294603	7.662825328	61.17839639	52.8770035	30.17697488	17.651597	12.52537788	23.33265136	22.77678363	24.06718319	22.77678363	2662.343914	400.8207687	26.707654	64.431669	1050.695062	134.9499846	462.3000442	134.9499846
-52.25	-4.75	18151	23.39096457	7.711213108	60.55579299	52.03101719	30.31204963	17.57798617	12.73406346	23.32525199	22.77784008	24.04371571	22.77784008	2742.211982	419.3770632	26.16498564	65.73136512	1086.765536	133.4483213	463.1064861	133.4483213
-51.75	-4.75	18257	23.40460502	7.804619738	60.10498452	52.1189125	30.50118769	17.51620849	12.9849792	23.3422069	22.79781772	24.06054535	22.79781772	2820.0003	444.2646303	24.77503829	67.66220825	1119.633222	128.6495882	458.2681935	128.6495882
-51.25	-4.75	18361	23.4342784	7.877303273	59.56522265	52.58627723	30.71974372	17.49507516	13.22466856	23.43303622	22.8357272	24.10101591	22.8357272	2889.874848	466.7750255	23.79572547	69.60434296	1165.467044	125.3701485	448.5719881	125.3701485
-50.75	-4.75	18468	23.52439209	7.937708612	59.2650907	55.50499005	30.97560182	17.58203654	13.39356528	23.47194061	22.94267676	24.24741752	22.94267676	2939.43182	491.0939625	22.07530792	72.09486823	1216.778521	118.6414194	431.1016018	118.6414194
-50.25	-4.75	18573	23.60589741	7.987048746	58.01375038	59.74601267	31.42151992	17.65401016	13.76750976	23.50411026	23.03159083	24.39643	23.03159083	2974.584245	513.0009977	20.69547937	74.61755532	1264.573466	113.2375874	408.5253759	113.2375874
-49.75	-4.75	18676	23.72604406	8.021690146	56.78443325	66.58026721	31.9236537	17.79708822	14.12656548	23.54573159	23.17947053	24.61931416	23.17947053	2985.057098	530.233179	19.42901658	76.94493229	1300.339377	107.8558757	385.1066761	107.8558757
-49.25	-4.75	18776	23.86035096	8.037117592	55.76690394	75.94081985	32.38484239	17.97285782	14.41198457	23.58446043	23.34977121	24.8814238	23.34977121	2976.49452	549.844504	17.59088369	79.60936196	1335.365298	100.1416424	358.3127953	100.1416424
-48.75	-4.75	18875	23.93014987	8.08465198	54.68824145	84.97280393	32.79995677	18.01679358	14.78316319	23.5872657	23.42658995	25.05691882	23.42658995	2961.197692	563.408648	16.59650338	81.82996884	1361.77649	96.03407554	332.650283	96.03407554
-48.25	-4.75	18968	24.01880792	8.09016604	54.23006364	92.52540971	33.08443799	18.16620722	14.91823077	23.61120466	23.54664015	25.2265899	23.54664015	2947.938909	577.8540651	15.28012794	83.86293008	1386.663422	90.97981473	311.7226546	90.97981473
-47.75	-4.75	19060	24.04147765	8.162904634	53.63009829	99.23749608	33.35982269	18.13906999	15.2207527	23.59714406	23.55651731	25.31748188	23.55651731	2943.079655	588.2850226	14.7685225	85.52470828	1408.256299	89.35452871	291.9638042	89.35452871
-47.25	-4.75	19153	24.11832316	8.251648375	53.23236216	108.2366829	33.67254704	18.17135934	15.5011877	23.60640382	23.60466383	25.53314612	23.60466383	2958.553765	598.3566576	13.51580749	86.79082526	1430.659402	88.09677476	278.7401643	88.09677476
-46.75	-4.75	19244	24.16306204	8.389959255	52.89087691	118.4259673	33.96142719	18.09865511	15.86277208	23.58442745	23.56862372	25.76755079	23.56862372	2992.942233	615.6573956	11.43292712	88.59402513	1466.493853	84.12764607	263.5934111	84.12764607
-46.25	-4.75	19335	24.40286804	8.436189162	53.28734203	126.3913132	34.23873969	18.40723292	15.83150677	23.71381853	23.8502476	26.1509117	23.71381853	3025.02276	626.0675131	9.693510725	90.14170412	1495.324928	82.87266525	247.0099306	1495.324928
-45.75	-4.75	19426	24.91886549	8.206487176	55.58023642	129.4976051	34.25428335	19.48916592	14.76511743	24.06786598	24.64305468	26.69334875	24.06786598	3038.638246	639.6667252	8.059239453	92.38387504	1526.123185	78.06065707	225.6214962	1526.123185
-45.25	-4.75	19516	25.65313968	7.836298061	58.96062719	134.962511	34.25874237	20.96801187	13.2907305	24.60171009	25.75849555	27.40827716	24.60171009	3036.646559	646.7907838	6.740359592	94.62793617	1548.51454	75.3652782	201.1636767	1548.51454
-44.75	-4.75	19606	26.3482333	7.45094797	61.1524425	143.9038347	34.33392724	22.1497075	12.18421974	25.12242557	26.63670683	28.20216794	25.12242557	3010.790627	651.0855165	5.739694314	96.87266094	1560.934239	71.75537293	177.8520038	1560.934239
-44.25	-4.75	19695	27.00232906	7.00318861	61.324492	153.3480411	34.45958097	23.03969247	11.4198885	25.63574998	27.29884754	29.05007142	25.63574998	2937.298824	648.6117381	4.684149155	99.51926058	1552.863023	66.29453075	151.1488145	1552.863023
-43.75	-4.75	19782	27.45523941	6.781488844	61.74498007	158.8276937	34.56002888	23.57696785	10.98306103	25.99614374	27.70356619	29.63522313	25.99614374	2824.042549	635.0688712	4.025576845	101.906394	1522.237477	62.77663778	125.9757318	1522.237477
-43.25	-4.75	19870	27.40608787	6.955101945	61.72623593	154.802762	34.58273144	23.31507217	11.26765927	25.97124088	27.53782728	29.57362442	25.97124088	2645.898554	610.6410739	3.497726632	104.1078325	1457.865855	57.7455739	104.6649117	1457.865855
-42.75	-4.75	19958	27.08934886	7.323221394	62.51356282	146.1246913	34.38415879	22.66954669	11.7146121	25.74261966	27.0888137	29.14378645	25.74261966	2427.42029	573.2295749	3.369859484	106.0356871	1366.917017	55.17631798	84.83490692	1366.917017
-42.25	-4.75	20043	26.67807955	7.480066604	63.24776807	135.4578522	33.8974409	22.07083131	11.82660959	25.47753013	26.49050622	28.60995768	25.47753013	2225.779859	538.5254016	3.440119964	107.2544248	1277.111954	53.09187936	72.44430299	1277.111954
-41.75	-4.75	20126	26.14261046	7.492405613	63.27322791	124.0490924	33.30234693	21.46099497	11.84135196	25.13388338	25.73265527	27.95324028	25.13388338	2025.864564	497.5087051	3.957559786	107.5594931	1173.613681	52.7263555	63.60194242	1173.613681
-41.25	-4.75	20205	25.61079051	7.459711469	62.78847544	113.4160197	32.78003958	20.89933788	11.8807017	24.80536985	24.99798364	27.27628776	24.80536985	1845.513512	455.4336396	4.747170088	107.017575	1073.24546	55.22403985	57.48523903	1073.24546
-40.75	-4.75	20282	25.13028269	7.356511191	62.91665358	102.0320596	32.06556439	20.37309384	11.69247055	24.54802233	26.60100437	26.60100437	24.34066171	1713.376432	421.0524065	5.827863911	105.226395	992.6408149	55.84177039	55.84177039	60.65031656
-40.25	-4.75	20356	24.78010701	7.288826422	63.25740749	93.99558605	31.48805336	19.96556657	11.52248679	24.37991655	26.07876551	26.07876551	23.87168427	1602.21605	384.6822509	7.012997853	102.2725411	915.2942655	55.79491495	55.79491495	68.9221329
