Species	Longitude	Latitude
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.59386023	10.85020602
Quercus_oleoides	-85.59137114	10.84623098
Quercus_oleoides	-85.6018559	10.84598992
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_oleoides	-85.36169597	10.78089833
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.523505	22.281153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-83.565257	22.353153
Quercus_sagraena	-82.214388	23.024656
Quercus_sagraena	-82.214388	23.024656
Quercus_sagraena	-82.214388	23.024656
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-82.364504	22.440115
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
Quercus_sagraena	-83.430021	22.365991
