"","species","lon","lat"
"413","Anodorhynchus hyacinthinus",-56.69135,-16.456923
"414","Anodorhynchus hyacinthinus",-50.278592,-6.186289
"415","Anodorhynchus hyacinthinus",-56.857718,-16.748174
"416","Anodorhynchus hyacinthinus",-55.964846,-20.09562
"417","Anodorhynchus hyacinthinus",-56.823242,-17.4582
"418","Anodorhynchus hyacinthinus",-56.620833,-16.378611
"419","Anodorhynchus hyacinthinus",-56.620833,-16.378611
"420","Anodorhynchus hyacinthinus",-56.76739,-17.364273
"421","Anodorhynchus hyacinthinus",-56.745334,-16.503078
"422","Anodorhynchus hyacinthinus",-56.857718,-16.748174
"423","Anodorhynchus hyacinthinus",-56.620833,-16.378611
"424","Anodorhynchus hyacinthinus",-56.752667,-16.59803
"425","Anodorhynchus hyacinthinus",-56.76739,-17.364273
"426","Anodorhynchus hyacinthinus",-56.613229,-16.378215
"427","Anodorhynchus hyacinthinus",-56.782839,-16.659463
"428","Anodorhynchus hyacinthinus",-57.472667,-22.261167
"429","Anodorhynchus hyacinthinus",-56.613229,-16.378215
"430","Anodorhynchus hyacinthinus",-56.844017,-16.784207
"431","Anodorhynchus hyacinthinus",-55.964846,-20.09562
"432","Anodorhynchus hyacinthinus",-56.698809,-17.282628
"433","Anodorhynchus hyacinthinus",-56.775112,-17.364524
"434","Anodorhynchus hyacinthinus",-56.698809,-17.282628
"435","Anodorhynchus hyacinthinus",-56.718257,-17.314949
"436","Anodorhynchus hyacinthinus",-56.877233,-16.758115
"437","Anodorhynchus hyacinthinus",-56.735313,-16.620696
"438","Anodorhynchus hyacinthinus",-56.620833,-16.378611
"439","Anodorhynchus hyacinthinus",-53.332203,-7.739514
"440","Anodorhynchus hyacinthinus",-56.782839,-16.659463
"441","Anodorhynchus hyacinthinus",-56.76739,-17.364273
"442","Anodorhynchus hyacinthinus",-56.620833,-16.378611
"443","Anodorhynchus hyacinthinus",-56.844017,-16.784207
"444","Anodorhynchus hyacinthinus",-56.403165,-21.491807
"445","Anodorhynchus hyacinthinus",-53.332203,-7.739514
"446","Anodorhynchus hyacinthinus",-55.964846,-20.09562
"447","Anodorhynchus hyacinthinus",-56.613229,-16.378215
"448","Anodorhynchus hyacinthinus",-56.844017,-16.784207
"449","Anodorhynchus hyacinthinus",-56.857718,-16.748174
"450","Anodorhynchus hyacinthinus",-56.620833,-16.378611
