"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","Best_match_overall_score","Best_match_highertaxa","unique_id"
"56","Ilex verticillata (L.) A. Gray","1","1064700","Ilex verticillata","1","species","(L.) A. Gray","(L.) A.Gray","1","(L.) A.Gray","Aquifoliaceae","Ilex","Ilex","1","verticillata","verticillata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001078505","","Y","Accepted","Ilex verticillata","Ilex verticillata","(L.) A.Gray","1064700","species","https://www.worldfloraonline.org/taxon/wfo-0001078505","","Aquifoliaceae","1","1","wfo","",true,true,75
"57","Betula populifolia Marshall","1","330751","Betula populifolia","1","species","Marshall","Marshall","1","Marshall","Betulaceae","Betula","Betula","1","populifolia","populifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000335831","","Y","Accepted","Betula populifolia","Betula populifolia","Marshall","330751","species","https://www.worldfloraonline.org/taxon/wfo-0000335831","","Betulaceae","1","1","wfo","",true,true,76
"58","Bidens frondosa L.","1","75501","Bidens frondosa","1","species","L.","L.","1","L.","Asteraceae","Bidens","Bidens","1","frondosa","frondosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000076245","","Y","Accepted","Bidens frondosa","Bidens frondosa","L.","75501","species","https://www.worldfloraonline.org/taxon/wfo-0000076245","","Asteraceae","1","1","wfo","",true,true,78
"59","Betula sp.","0.9","1395441","Betula","1","genus","","","","L.","Betulaceae","Betula","Betula","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000004547","","Y","Accepted","Betula","","L.","1395441","genus","https://www.worldfloraonline.org/taxon/wfo-4000004547","","Betulaceae","1","1","wfo","",true,true,80
"60","Impatiens capensis Meerb.","1","722621","Impatiens capensis","1","species","Meerb.","Meerb.","1","Meerb.","Balsaminaceae","Impatiens","Impatiens","1","capensis","capensis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000730324","","Y","Accepted","Impatiens capensis","Impatiens capensis","Meerb.","722621","species","https://www.worldfloraonline.org/taxon/wfo-0000730324","","Balsaminaceae","1","1","wfo","",true,true,81
"61","Polygonum arifolium L.","1","1086592","Polygonum arifolium","1","species","L.","L.","1","L.","Polygonaceae","Polygonum","Polygonum","1","arifolium","arifolium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001101018","","Y","Synonym","Persicaria arifolia","Persicaria arifolia","(L.) Haraldson","1218823","species","https://www.worldfloraonline.org/taxon/wfo-0001234854","","Polygonaceae","1","1","wfo","",true,true,82
"62","Arisaema triphyllum (L.) Schott ssp. triphyllum","1","1334723","Arisaema triphyllum subsp. triphyllum","1","subspecies","","","","","Araceae","Arisaema","Arisaema","1","triphyllum","triphyllum","1","","","","subsp.","triphyllum","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001367683","","Y","No opinion","","","","","","","","","1","1","wfo","",true,true,84
"63","Betula alleghaniensis Britton","1","325834","Betula alleghaniensis","1","species","Britton","Britton","1","Britton","Betulaceae","Betula","Betula","1","alleghaniensis","alleghaniensis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000330900","","Y","Accepted","Betula alleghaniensis","Betula alleghaniensis","Britton","325834","species","https://www.worldfloraonline.org/taxon/wfo-0000330900","","Betulaceae","1","1","wfo","",true,true,87
"64","Parthenocissus quinquefolia (L.) Planch.","0.90514","468209","Parthenocissus quinquefolia","1","species","(L.) Planch.","Planch.","0.5257","Planch.","Vitaceae","Parthenocissus","Parthenocissus","1","quinquefolia","quinquefolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000474309","","Y","Accepted","Parthenocissus quinquefolia","Parthenocissus quinquefolia","Planch.","468209","species","https://www.worldfloraonline.org/taxon/wfo-0000474309","","Vitaceae","1","1","wfo","",true,true,88
"65","Galium tinctorium (L.) Scop.","0.9043","961764","Galium tinctorium","1","species","(L.) Scop.","L.","0.5215","L.","Rubiaceae","Galium","Galium","1","tinctorium","tinctorium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000970394","","Y","Accepted","Galium tinctorium","Galium tinctorium","L.","961764","species","https://www.worldfloraonline.org/taxon/wfo-0000970394","","Rubiaceae","1","1","wfo","",true,true,89
"66","Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald","0.91174","1092910","Thelypteris palustris var. pubescens","1","variety","(G. Lawson) Fernald","Fernald","0.5587","Fernald","Thelypteridaceae","Thelypteris","Thelypteris","1","palustris","palustris","1","","","","var.","pubescens","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107442","","Y","Synonym","Thelypteris palustris subsp. pubescens","Thelypteris palustris","(G.Lawson) Fraser-Jenk.","1326444","subspecies","https://www.worldfloraonline.org/taxon/wfo-0001359279","","Thelypteridaceae","1","1","wfo","",true,true,91
"67","Onoclea sensibilis L.","1","1094665","Onoclea sensibilis","1","species","L.","L.","1","L.","Onocleaceae","Onoclea","Onoclea","1","sensibilis","sensibilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001109206","","Y","Accepted","Onoclea sensibilis","Onoclea sensibilis","L.","1094665","species","https://www.worldfloraonline.org/taxon/wfo-0001109206","","Onocleaceae","1","1","wfo","",true,true,92
"68","Vaccinium pallidum Aiton","1","1034278","Vaccinium pallidum","1","species","Aiton","Aiton","1","Aiton","Ericaceae","Vaccinium","Vaccinium","1","pallidum","pallidum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001047104","","Y","Accepted","Vaccinium pallidum","Vaccinium pallidum","Aiton","1034278","species","https://www.worldfloraonline.org/taxon/wfo-0001047104","","Ericaceae","1","1","wfo","",true,true,93
"69","Gaylussacia baccata (Wangenh.) K. Koch","1","688151","Gaylussacia baccata","1","species","(Wangenh.) K. Koch","(Wangenh.) K.Koch","1","(Wangenh.) K.Koch","Ericaceae","Gaylussacia","Gaylussacia","1","baccata","baccata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000695679","","Y","Accepted","Gaylussacia baccata","Gaylussacia baccata","(Wangenh.) K.Koch","688151","species","https://www.worldfloraonline.org/taxon/wfo-0000695679","","Ericaceae","1","1","wfo","",true,true,94
"70","Lyonia ligustrina (L.) DC. var. ligustrina","1","1034053","Lyonia ligustrina var. ligustrina","1","variety","","","","","Ericaceae","Lyonia","Lyonia","1","ligustrina","ligustrina","1","","","","var.","ligustrina","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001046878","","Y","Synonym","Lyonia ligustrina","Lyonia ligustrina","(L.) DC.","1034052","species","https://www.worldfloraonline.org/taxon/wfo-0001046877","","Ericaceae","1","1","wfo","",true,true,95
"71","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","1","1101994","Pteridium aquilinum var. latiusculum","1","variety","(Desv.) Underw. ex A. Heller","(Desv.) Underw. ex A.Heller","1","(Desv.) Underw. ex A.Heller","Dennstaedtiaceae","Pteridium","Pteridium","1","aquilinum","aquilinum","1","","","","var.","latiusculum","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001116593","","Y","Synonym","Pteridium latiusculum subsp. latiusculum","Pteridium latiusculum","","1375332","subspecies","https://www.worldfloraonline.org/taxon/wfo-0001425728","","Dennstaedtiaceae","1","1","wfo","",true,true,96
"72","Goodyera tesselata Lodd.","1","966161","Goodyera tesselata","1","species","Lodd.","Lodd.","1","Lodd.","Orchidaceae","Goodyera","Goodyera","1","tesselata","tesselata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000974794","","Y","Accepted","Goodyera tesselata","Goodyera tesselata","Lodd.","966161","species","https://www.worldfloraonline.org/taxon/wfo-0000974794","","Orchidaceae","1","1","wfo","",true,true,97
"73","Sorbus americana Marshall","1","1005249","Sorbus americana","1","species","Marshall","Marshall","1","Marshall","Rosaceae","Sorbus","Sorbus","1","americana","americana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001015070","","Y","Accepted","Sorbus americana","Sorbus americana","Marshall","1005249","species","https://www.worldfloraonline.org/taxon/wfo-0001015070","","Rosaceae","1","1","wfo","",true,true,99
"74","Osmunda claytoniana L.","1","1094528","Osmunda claytoniana","1","species","L.","L.","1","L.","Osmundaceae","Osmunda","Osmunda","1","claytoniana","claytoniana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001109066","","Y","Accepted","Osmunda claytoniana","Osmunda claytoniana","L.","1094528","species","https://www.worldfloraonline.org/taxon/wfo-0001109066","","Osmundaceae","1","1","wfo","",true,true,104
"75","Thelypteris noveboracensis (L.) Nieuwl.","0.90514","1094882","Thelypteris noveboracensis","1","species","(L.) Nieuwl.","Nieuwl.","0.5257","Nieuwl.","Thelypteridaceae","Thelypteris","Thelypteris","1","noveboracensis","noveboracensis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001109425","","Y","Accepted","Thelypteris noveboracensis","Thelypteris noveboracensis","Nieuwl.","1094882","species","https://www.worldfloraonline.org/taxon/wfo-0001109425","","Thelypteridaceae","1","1","wfo","",true,true,105
"76","Brachyelytrum aristosum (Michx.) Trel.","0.91846","846051","Brachyelytrum aristosum","1","species","(Michx.) Trel.","(Michx.) Trel., Branner & Coville","0.5923","(Michx.) Trel., Branner & Coville","Poaceae","Brachyelytrum","Brachyelytrum","1","aristosum","aristosum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000854319","","Y","Accepted","Brachyelytrum aristosum","Brachyelytrum aristosum","(Michx.) Trel., Branner & Coville","846051","species","https://www.worldfloraonline.org/taxon/wfo-0000854319","","Poaceae","1","1","wfo","",true,true,106
"77","Kalmia angustifolia L.","1","351015","Kalmia angustifolia","1","species","L.","L.","1","L.","Ericaceae","Kalmia","Kalmia","1","angustifolia","angustifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000356149","","Y","Accepted","Kalmia angustifolia","Kalmia angustifolia","L.","351015","species","https://www.worldfloraonline.org/taxon/wfo-0000356149","","Ericaceae","1","1","wfo","",true,true,107
"78","Lycopodium hickeyi W.H. Wagner  Beitel & Moran","0.91624","1101601","Lycopodium hickeyi","1","species","W.H. Wagner Beitel & Moran","( ex Beitel & R.C.Moran) W.H.Wagner, Beitel & R.C.Moran","0.5812","( ex Beitel & R.C.Moran) W.H.Wagner, Beitel & R.C.Moran","Lycopodiaceae","Lycopodium","Lycopodium","1","hickeyi","hickeyi","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001116198","","Y","Accepted","Lycopodium hickeyi","Lycopodium hickeyi","( ex Beitel & R.C.Moran) W.H.Wagner, Beitel & R.C.Moran","1101601","species","https://www.worldfloraonline.org/taxon/wfo-0001116198","","Lycopodiaceae","1","1","wfo","",true,true,108
"79","Vitis labrusca L.","1","415532","Vitis labrusca","1","species","L.","L.","1","L.","Vitaceae","Vitis","Vitis","1","labrusca","labrusca","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000421309","","Y","Accepted","Vitis labrusca","Vitis labrusca","L.","415532","species","https://www.worldfloraonline.org/taxon/wfo-0000421309","","Vitaceae","1","1","wfo","",true,true,109
"80","Picea rubens Sarg.","1","476484","Picea rubens","1","species","Sarg.","Sarg.","1","Sarg.","Pinaceae","Picea","Picea","1","rubens","rubens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000482650","","Y","Accepted","Picea rubens","Picea rubens","Sarg.","476484","species","https://www.worldfloraonline.org/taxon/wfo-0000482650","","Pinaceae","1","1","wfo","",true,true,110
"81","Carya ovata (Mill.) K. Koch","1","581926","Carya ovata","1","species","(Mill.) K. Koch","(Mill.) K.Koch","1","(Mill.) K.Koch","Juglandaceae","Carya","Carya","1","ovata","ovata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000588816","","Y","Accepted","Carya ovata","Carya ovata","(Mill.) K.Koch","581926","species","https://www.worldfloraonline.org/taxon/wfo-0000588816","","Juglandaceae","1","1","wfo","",true,true,111
"82","Berberis thunbergii DC.","1","557260","Berberis thunbergii","1","species","DC.","DC.","1","DC.","Berberidaceae","Berberis","Berberis","1","thunbergii","thunbergii","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000563924","","Y","Accepted","Berberis thunbergii","Berberis thunbergii","DC.","557260","species","https://www.worldfloraonline.org/taxon/wfo-0000563924","","Berberidaceae","1","1","wfo","",true,true,112
"83","Galium triflorum Michx.","1","961836","Galium triflorum","1","species","Michx.","Michx.","1","Michx.","Rubiaceae","Galium","Galium","1","triflorum","triflorum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000970466","","Y","Accepted","Galium triflorum","Galium triflorum","Michx.","961836","species","https://www.worldfloraonline.org/taxon/wfo-0000970466","","Rubiaceae","1","1","wfo","",true,true,113
"84","Prunus serotina Ehrh.","1","986919","Prunus serotina","1","species","Ehrh.","Ehrh.","1","Ehrh.","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000995988","","Y","Accepted","Prunus serotina","Prunus serotina","Ehrh.","986919","species","https://www.worldfloraonline.org/taxon/wfo-0000995988","","Rosaceae","1","1","wfo","",true,true,114
"85","Lycopodium sp.","0.9","1407472","Lycopodium","1","genus","","","","L.","Lycopodiaceae","Lycopodium","Lycopodium","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000022509","","Y","Accepted","Lycopodium","","L.","1407472","genus","https://www.worldfloraonline.org/taxon/wfo-4000022509","","Lycopodiaceae","1","1","wfo","",true,true,119
"86","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","0.89238","1092774","Dryopteris intermedia","1","species","(Muhl. ex Willd.) A. Gray","A.Gray","0.4619","A.Gray","Dryopteridaceae","Dryopteris","Dryopteris","1","intermedia","intermedia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107305","","Y","Accepted","Dryopteris intermedia","Dryopteris intermedia","A.Gray","1092774","species","https://www.worldfloraonline.org/taxon/wfo-0001107305","","Dryopteridaceae","1","1","wfo","",true,true,120
"87","Tiarella cordifolia L. var. cordifolia","1","1120458","Tiarella cordifolia var. cordifolia","1","variety","","","","","Saxifragaceae","Tiarella","Tiarella","1","cordifolia","cordifolia","1","","","","var.","cordifolia","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001135425","","Y","Synonym","Tiarella cordifolia","Tiarella cordifolia","L.","453245","species","https://www.worldfloraonline.org/taxon/wfo-0000459230","","Saxifragaceae","1","1","wfo","",true,true,121
"88","Carex pensylvanica Lam.","1","344798","Carex pensylvanica","1","species","Lam.","Lam.","1","Lam.","Cyperaceae","Carex","Carex","1","pensylvanica","pensylvanica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000349907","","Y","Accepted","Carex pensylvanica","Carex pensylvanica","Lam.","344798","species","https://www.worldfloraonline.org/taxon/wfo-0000349907","","Cyperaceae","1","1","wfo","",true,true,122
"89","Circaea alpina L. ssp. alpina","0.96021221090168","1073777","Circaea alpina var. alpina","0.96021221090168","variety","","","","","Onagraceae","Circaea","Circaea","1","alpina","alpina","1","","","","var.","alpina","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001087699","","Y","Synonym","Circaea alpina","Circaea alpina","L.","598620","species","https://www.worldfloraonline.org/taxon/wfo-0000605592","","Onagraceae","1","1","wfo","",true,true,123
"90","Polystichum acrostichoides (Michx.) Schott var. acrostichoides","0.96021221090168","1096814","Polystichum acrostichoides fo.rm acrostichoides","0.96021221090168","forma","","","","","Dryopteridaceae","Polystichum","Polystichum","1","acrostichoides","acrostichoides","1","","","","fo.rm","acrostichoides","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001111374","","Y","Synonym","Polystichum acrostichoides","Polystichum acrostichoides","(Michx.) Schott","1094720","species","https://www.worldfloraonline.org/taxon/wfo-0001109261","","Dryopteridaceae","1","1","wfo","",true,true,124
"91","Veronica officinalis L. var. officinalis","1","1123288","Veronica officinalis var. officinalis","1","variety","","","","","Plantaginaceae","Veronica","Veronica","1","officinalis","officinalis","1","","","","var.","officinalis","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001138286","","Y","Synonym","Veronica officinalis","Veronica officinalis","L.","420292","species","https://www.worldfloraonline.org/taxon/wfo-0000426099","","Plantaginaceae","1","1","wfo","",true,true,125
"92","Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow","1","796587","Carpinus caroliniana subsp. virginiana","1","subspecies","(Marshall) Furlow","(Marshall) Furlow","1","(Marshall) Furlow","Betulaceae","Carpinus","Carpinus","1","caroliniana","caroliniana","1","","","","subsp.","virginiana","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000804720","","Y","Accepted","Carpinus caroliniana subsp. virginiana","Carpinus caroliniana","(Marshall) Furlow","796587","subspecies","https://www.worldfloraonline.org/taxon/wfo-0000804720","","Betulaceae","1","1","wfo","",true,true,126
"93","Oryzopsis asperifolia Michx.","1","874195","Oryzopsis asperifolia","1","species","Michx.","Michx.","1","Michx.","Poaceae","Oryzopsis","Oryzopsis","1","asperifolia","asperifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000882482","","Y","Accepted","Oryzopsis asperifolia","Oryzopsis asperifolia","Michx.","874195","species","https://www.worldfloraonline.org/taxon/wfo-0000882482","","Poaceae","1","1","wfo","",true,true,128
"94","Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen","0.9936528279316","1094946","Athyrium filix-femina subsp. angustum","0.9920660349145","subspecies","(Willd.) R.T. Clausen","(Willd.) R.T.Clausen","1","(Willd.) R.T.Clausen","Aspleniaceae","Athyrium","Athyrium","1","filix-femina","filix-femina","0.91666666666667","","","","subsp.","angustum","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001109490","","Y","Synonym","Athyrium asplenioides var. angustum","Athyrium asplenioides","(Willd.) T.Moore","1345280","variety","https://www.worldfloraonline.org/taxon/wfo-0001378743","","Aspleniaceae","1","1","wfo","",true,true,129
"95","Pyrola elliptica Nutt.","1","390707","Pyrola elliptica","1","species","Nutt.","Nutt.","1","Nutt.","Ericaceae","Pyrola","Pyrola","1","elliptica","elliptica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000396294","","Y","Accepted","Pyrola elliptica","Pyrola elliptica","Nutt.","390707","species","https://www.worldfloraonline.org/taxon/wfo-0000396294","","Ericaceae","1","1","wfo","",true,true,131
"96","Prunus virginiana L.","1","1006703","Prunus virginiana","1","species","L.","L.","1","L.","Rosaceae","Prunus","Prunus","1","virginiana","virginiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001016575","","Y","Accepted","Prunus virginiana","Prunus virginiana","L.","1006703","species","https://www.worldfloraonline.org/taxon/wfo-0001016575","","Rosaceae","1","1","wfo","",true,true,132
"97","Glyceria striata (Lam.) Hitchc.","1","865076","Glyceria striata","1","species","(Lam.) Hitchc.","(Lam.) Hitchc.","1","(Lam.) Hitchc.","Poaceae","Glyceria","Glyceria","1","striata","striata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000873359","","Y","Accepted","Glyceria striata","Glyceria striata","(Lam.) Hitchc.","865076","species","https://www.worldfloraonline.org/taxon/wfo-0000873359","","Poaceae","1","1","wfo","",true,true,134
"98","Amphicarpaea bracteata (L.) Fernald","1","167467","Amphicarpaea bracteata","1","species","(L.) Fernald","(L.) Fernald","1","(L.) Fernald","Fabaceae","Amphicarpaea","Amphicarpaea","1","bracteata","bracteata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000169563","","Y","Accepted","Amphicarpaea bracteata","Amphicarpaea bracteata","(L.) Fernald","167467","species","https://www.worldfloraonline.org/taxon/wfo-0000169563","","Fabaceae","1","1","wfo","",true,true,135
"99","Celastrus orbiculatus Thunb.","1","585945","Celastrus orbiculatus","1","species","Thunb.","Thunb.","1","Thunb.","Celastraceae","Celastrus","Celastrus","1","orbiculatus","orbiculatus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000592852","","Y","Accepted","Celastrus orbiculatus","Celastrus orbiculatus","Thunb.","585945","species","https://www.worldfloraonline.org/taxon/wfo-0000592852","","Celastraceae","1","1","wfo","",true,true,136
"100","Eurybia divaricata (L.) G.L. Nesom","1","60199","Eurybia divaricata","1","species","(L.) G.L. Nesom","(L.) G.L.Nesom","1","(L.) G.L.Nesom","Asteraceae","Eurybia","Eurybia","1","divaricata","divaricata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000060736","","Y","Accepted","Eurybia divaricata","Eurybia divaricata","(L.) G.L.Nesom","60199","species","https://www.worldfloraonline.org/taxon/wfo-0000060736","","Asteraceae","1","1","wfo","",true,true,137
"101","Prenanthes sp.","0.9","1413452","Prenanthes","1","genus","","","","L.","Asteraceae","Prenanthes","Prenanthes","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000031103","","Y","Accepted","Prenanthes","","L.","1413452","genus","https://www.worldfloraonline.org/taxon/wfo-4000031103","","Asteraceae","1","1","wfo","",true,true,138
"102","Carex debilis Michx.","1","340815","Carex debilis","1","species","Michx.","Michx.","1","Michx.","Cyperaceae","Carex","Carex","1","debilis","debilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000345914","","Y","Accepted","Carex debilis","Carex debilis","Michx.","340815","species","https://www.worldfloraonline.org/taxon/wfo-0000345914","","Cyperaceae","1","1","wfo","",true,true,139
"103","Viola labradorica Schrank","1","1129538","Viola labradorica","1","species","Schrank","Schrank","1","Schrank","Violaceae","Viola","Viola","1","labradorica","labradorica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001144644","","Y","Accepted","Viola labradorica","Viola labradorica","Schrank","1129538","species","https://www.worldfloraonline.org/taxon/wfo-0001144644","","Violaceae","1","1","wfo","",true,true,142
"104","Poa alsodes A. Gray","1","883167","Poa alsodes","1","species","A. Gray","A.Gray","1","A.Gray","Poaceae","Poa","Poa","1","alsodes","alsodes","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000891463","","Y","Accepted","Poa alsodes","Poa alsodes","A.Gray","883167","species","https://www.worldfloraonline.org/taxon/wfo-0000891463","","Poaceae","1","1","wfo","",true,true,143
"105","Quercus velutina Lam.","1","288831","Quercus velutina","1","species","Lam.","Lam.","1","Lam.","Fagaceae","Quercus","Quercus","1","velutina","velutina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000293830","","Y","Accepted","Quercus velutina","Quercus velutina","Lam.","288831","species","https://www.worldfloraonline.org/taxon/wfo-0000293830","","Fagaceae","1","1","wfo","",true,true,144
"106","Rhododendron periclymenoides (Michx.) Shinners","1","1034253","Rhododendron periclymenoides","1","species","(Michx.) Shinners","(Michx.) Shinners","1","(Michx.) Shinners","Ericaceae","Rhododendron","Rhododendron","1","periclymenoides","periclymenoides","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001047079","","Y","Accepted","Rhododendron periclymenoides","Rhododendron periclymenoides","(Michx.) Shinners","1034253","species","https://www.worldfloraonline.org/taxon/wfo-0001047079","","Ericaceae","1","1","wfo","",true,true,147
"107","Epigaea repens L.","1","661220","Epigaea repens","1","species","L.","L.","1","L.","Ericaceae","Epigaea","Epigaea","1","repens","repens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000668626","","Y","Accepted","Epigaea repens","Epigaea repens","L.","661220","species","https://www.worldfloraonline.org/taxon/wfo-0000668626","","Ericaceae","1","1","wfo","",true,true,148
"108","Castanea dentata (Marshall) Borkh.","0.90924","803293","Castanea dentata","1","species","(Marshall) Borkh.","Borkh.","0.5462","Borkh.","Fagaceae","Castanea","Castanea","1","dentata","dentata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000811441","","Y","Accepted","Castanea dentata","Castanea dentata","Borkh.","803293","species","https://www.worldfloraonline.org/taxon/wfo-0000811441","","Fagaceae","1","1","wfo","",true,true,149
"109","Cypripedium acaule Aiton","1","926651","Cypripedium acaule","1","species","Aiton","Aiton","1","Aiton","Orchidaceae","Cypripedium","Cypripedium","1","acaule","acaule","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000935125","","Y","Accepted","Cypripedium acaule","Cypripedium acaule","Aiton","926651","species","https://www.worldfloraonline.org/taxon/wfo-0000935125","","Orchidaceae","1","1","wfo","",true,true,150
"110","Acer sp.","0.9","1392464","Acer","1","genus","","","","L.","Sapindaceae","Acer","Acer","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000000188","","Y","Accepted","Acer","","L.","1392464","genus","https://www.worldfloraonline.org/taxon/wfo-4000000188","","Sapindaceae","1","1","wfo","",true,true,151
"111","Polygonatum pubescens (Willd.) Pursh","1","708368","Polygonatum pubescens","1","species","(Willd.) Pursh","(Willd.) Pursh","1","(Willd.) Pursh","Asparagaceae","Polygonatum","Polygonatum","1","pubescens","pubescens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000715997","","Y","Accepted","Polygonatum pubescens","Polygonatum pubescens","(Willd.) Pursh","708368","species","https://www.worldfloraonline.org/taxon/wfo-0000715997","","Asparagaceae","1","1","wfo","",true,true,152
"112","Maianthemum trifolium (L.) Sloboda","1","683030","Maianthemum trifolium","1","species","(L.) Sloboda","(L.) Sloboda","1","(L.) Sloboda","Asparagaceae","Maianthemum","Maianthemum","1","trifolium","trifolium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000690533","","Y","Accepted","Maianthemum trifolium","Maianthemum trifolium","(L.) Sloboda","683030","species","https://www.worldfloraonline.org/taxon/wfo-0000690533","","Asparagaceae","1","1","wfo","",true,true,153
"113","Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.","0.95488","846053","Brachyelytrum erectum","1","species","(Schreb. ex Spreng.) P. Beauv.","(Schreb.) P.Beauv.","0.7744","(Schreb.) P.Beauv.","Poaceae","Brachyelytrum","Brachyelytrum","1","erectum","erectum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000854321","","Y","Accepted","Brachyelytrum erectum","Brachyelytrum erectum","(Schreb.) P.Beauv.","846053","species","https://www.worldfloraonline.org/taxon/wfo-0000854321","","Poaceae","1","1","wfo","",true,true,154
