scientificName
Betula lenta L.
Vaccinium angustifolium Aiton
Trientalis borealis Raf. ssp. borealis
Tsuga canadensis (L.) Carrière
Aralia nudicaulis L.
Coptis trifolia (L.) Salisb.
Quercus rubra L.
Medeola virginiana L.
Mitchella repens L.
Trillium undulatum Willd.
Uvularia sessilifolia L.
Acer rubrum L.
Pinus resinosa Aiton
Maianthemum canadense Desf.
Dennstaedtia punctilobula (Michx.) T. Moore
"Ilex mucronata (L.) Powell, Savolainen & Andrews"
Fagus grandifolia Ehrh.
Clintonia borealis (Aiton) Raf.
Pinus strobus L.
Viburnum acerifolium L.
Gaultheria procumbens L.
Nyssa sylvatica Marshall
Amelanchier laevis Wiegand
Vaccinium corymbosum L.
Lycopodium obscurum L.
Kalmia latifolia L.
Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray
Monotropa uniflora L.
Dryopteris carthusiana (Vill.) H.P. Fuchs
Hamamelis virginiana L.
Carex swanii (Fernald) Mack.
Corylus cornuta Marshall var. cornuta
Carex sp.
Fraxinus americana L.
Rubus flagellaris Willd.
Quercus alba L.
Lycopodium clavatum L.
Osmunda cinnamomea L. var. cinnamomea
Rubus idaeus L.
Acer saccharum Marshall var. saccharum
Rubus hispidus L.
Prunus serotina Ehrh. var. serotina
Acer nigrum Michx. f.
Carex blanda Dewey
Viola sp.
Anemone quinquefolia L. var. quinquefolia
Lysimachia quadrifolia L.
Carya glabra (Mill.) Sweet
Betula papyrifera Marshall
Rubus sp.
Chimaphila maculata (L.) Pursh
Lysimachia punctata L.
Dryopteris sp.
Carex spp.
"Lysimachia terrestris (L.) Britton, Sterns & Poggenb."
Ilex verticillata (L.) A. Gray
Betula populifolia Marshall
Bidens frondosa L.
Betula sp.
Impatiens capensis Meerb.
Polygonum arifolium L.
Arisaema triphyllum (L.) Schott ssp. triphyllum
Betula alleghaniensis Britton
Parthenocissus quinquefolia (L.) Planch.
Galium tinctorium (L.) Scop.
Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald
Onoclea sensibilis L.
Vaccinium pallidum Aiton
Gaylussacia baccata (Wangenh.) K. Koch
Lyonia ligustrina (L.) DC. var. ligustrina
Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller
Goodyera tesselata Lodd.
Sorbus americana Marshall
Osmunda claytoniana L.
Thelypteris noveboracensis (L.) Nieuwl.
Brachyelytrum aristosum (Michx.) Trel.
Kalmia angustifolia L.
"Lycopodium hickeyi W.H. Wagner, Beitel & Moran"
Vitis labrusca L.
Picea rubens Sarg.
Carya ovata (Mill.) K. Koch
Berberis thunbergii DC.
Galium triflorum Michx.
Prunus serotina Ehrh.
Lycopodium sp.
Dryopteris intermedia (Muhl. ex Willd.) A. Gray
Tiarella cordifolia L. var. cordifolia
Carex pensylvanica Lam.
Circaea alpina L. ssp. alpina
Polystichum acrostichoides (Michx.) Schott var. acrostichoides
Veronica officinalis L. var. officinalis
Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow
Oryzopsis asperifolia Michx.
Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen
Pyrola elliptica Nutt.
Prunus virginiana L.
Glyceria striata (Lam.) Hitchc.
Amphicarpaea bracteata (L.) Fernald
Celastrus orbiculatus Thunb.
Eurybia divaricata (L.) G.L. Nesom
Prenanthes sp.
Carex debilis Michx.
Viola labradorica Schrank
Poa alsodes A. Gray
Quercus velutina Lam.
Rhododendron periclymenoides (Michx.) Shinners
Epigaea repens L.
Castanea dentata (Marshall) Borkh.
Cypripedium acaule Aiton
Acer sp.
Polygonatum pubescens (Willd.) Pursh
Maianthemum trifolium (L.) Sloboda
Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.
Streptopus lanceolatus (Aiton) Reveal
Solidago rugosa Mill.
Viola spp.
Vaccinium sp.
Deparia acrostichoides (Sw.) M. Kato
Poaceae sp.
Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore
Hepatica nobilis Schreb.
Toxicodendron vernix (L.) Kuntze
Spiraea tomentosa L.
Thelypteris simulata (Davenport) Nieuwl.
Phragmites australis (Cav.) Trin. ex Steud. ssp. australis
Symphyotrichum lanceolatum (Willd.) G.L. Nesom
Carex atlantica L.H. Bailey
Spiraea alba Du Roi var. latifolia (Aiton) Dippel
Frangula alnus Mill.
Oxalis stricta L.
Galium asprellum Michx.
Rubus pubescens Raf.
Geranium maculatum L.
Hydrocotyle americana L.
Toxicodendron radicans (L.) Kuntze
Tiarella cordifolia L.
Melampyrum lineare Desr.
Clematis virginiana L.
Lysimachia ciliata L.
Carex intumescens Rudge
Elymus virginicus L.
Carex lacustris Willd.
