	Longitude(x)	Latitude(y)	PD	SR	PSVs	SR	vars	aMRD	aMDR	aAGES
322	-79.5	20.5	1.08393843	11	0.872069306	11	0.000387298	11.18181818	22.26146367	0.031174958
323	-78.5	20.5	1.465369279	16	0.885804286	16	0.000217265	10.8125	23.60546628	0.029601548
324	-77.5	20.5	1.725648422	23	0.873574808	23	0.000128518	11	29.60326387	0.028297705
325	-76.5	20.5	1.615189762	19	0.878638931	19	0.000168812	10.57894737	22.64751861	0.030645992
326	-75.5	20.5	2.001973388	30	0.854565408	30	8.89E-05	11.26666667	30.2589594	0.026495525
327	-74.5	20.5	1.800353829	26	0.863983454	26	0.000108283	10.84615385	29.90176116	0.024655101
328	-72.5	20.5	0.588126198	5	0.890259072	5	0.00153918	11.4	29.20684874	0.028874263
329	-105.5	19.5	0.268450305	2	0.739337455	2	0.012361281	18.5	14.49822323	0.054892273
330	-104.5	19.5	0.268450305	2	0.739337455	2	0.012361281	18.5	14.49822323	0.054892273
331	-103.5	19.5	0.268450305	2	0.739337455	2	0.012361281	18.5	14.49822323	0.054892273
332	-102.5	19.5	0.377974672	3	0.791450625	3	0.004459021	18	18.52257522	0.039418678
333	-101.5	19.5	0.377974672	3	0.791450625	3	0.004459021	18	18.52257522	0.039418678
334	-100.5	19.5	0.480767243	4	0.796104385	4	0.002397872	18.25	17.63614857	0.043395376
335	-99.5	19.5	0.466978553	4	0.778950892	4	0.002397872	17.5	16.89436461	0.047451236
336	-98.5	19.5	0.577519093	5	0.797407367	5	0.00153918	17.4	19.17726225	0.040755219
337	-97.5	19.5	1.180876521	12	0.79296923	12	0.000337374	17	16.67691587	0.051435762
338	-96.5	19.5	1.236085491	12	0.795668078	12	0.000337374	17	15.4441815	0.054923331
339	-91.5	19.5	0.548083122	5	0.749674357	5	0.00153918	17.8	18.68420945	0.042400652
340	-90.5	19.5	0.653391304	6	0.772209922	6	0.001092717	17.33333333	17.71566322	0.045266793
341	-89.5	19.5	0.762915671	7	0.785874373	7	0.000827814	17.14285714	17.63427259	0.044359744
342	-88.5	19.5	0.641779863	6	0.766431946	6	0.001092717	17.33333333	17.62600818	0.047168034
343	-87.5	19.5	0.437542583	4	0.699395876	4	0.002397872	18.25	19.89916003	0.038235107
344	-81.5	19.5	0.16939862	1	NA	1	NA	14	27.17750377	0.025377675
345	-80.5	19.5	0.297416065	2	0.955542473	2	0.012361281	11.5	24.16147721	0.027705965
346	-79.5	19.5	0.424215179	3	0.952511198	3	0.004459021	12.33333333	29.96291621	0.022903681
347	-77.5	19.5	0.691281575	6	0.873856558	6	0.001092717	11.83333333	27.63820601	0.029813156
348	-76.5	19.5	1.181778946	14	0.857078849	14	0.00026572	11.35714286	28.0717752	0.02547534
349	-75.5	19.5	0.691385631	6	0.886707059	6	0.001092717	11.5	41.47710903	0.02347938
350	-74.5	19.5	0.296197733	2	0.946448647	2	0.012361281	10	19.34415582	0.048645507
351	-73.5	19.5	0.968094105	9	0.914107439	9	0.00053761	11.22222222	26.52440646	0.028542046
352	-72.5	19.5	1.428328268	17	0.889473151	17	0.000198596	10.35294118	20.91121826	0.040199361
353	-71.5	19.5	1.386437876	16	0.897662609	16	0.000217265	10.1875	22.01812976	0.03703209
354	-70.5	19.5	1.257493265	14	0.896942485	14	0.00026572	10.28571429	23.47122776	0.039651796
355	-69.5	19.5	0.787285758	8	0.857209668	8	0.000656137	11.375	30.28979234	0.027648084
356	-68.5	19.5	0.294583163	2	0.934397237	2	0.012361281	13.5	44.60511461	0.019550921
357	-104.5	18.5	0.16939862	1	NA	1	NA	19	12.90772901	0.06630502
358	-103.5	18.5	0.351644339	3	0.699882782	3	0.004459021	19	16.5223742	0.042617928
359	-102.5	18.5	0.527473726	5	0.722489924	5	0.00153918	18.8	19.3256548	0.031292302
360	-101.5	18.5	0.597145905	6	0.702915663	6	0.001092717	18.83333333	18.21024479	0.037688948
361	-100.5	18.5	0.686149786	7	0.728362383	7	0.000827814	18.42857143	17.32445736	0.042526085
362	-99.5	18.5	0.706123486	7	0.740048195	7	0.000827814	18.28571429	17.20081805	0.043411301
363	-98.5	18.5	0.726259723	8	0.708952845	8	0.000656137	18.5	17.61194982	0.040501918
364	-97.5	18.5	1.593148696	16	0.798668052	16	0.000217265	17.125	16.77943181	0.050086376
365	-96.5	18.5	1.664399436	18	0.791350378	18	0.000182619	17.05555556	16.52064439	0.049972363
366	-95.5	18.5	1.665609513	17	0.799621615	17	0.000198596	16.70588235	15.80819508	0.050148636
367	-94.5	18.5	1.604433837	16	0.79958749	16	0.000217265	16.6875	15.52581546	0.054339464
368	-93.5	18.5	1.249589611	12	0.795896935	12	0.000337374	16.75	15.57930868	0.056876366
369	-92.5	18.5	0.939114463	9	0.778197333	9	0.00053761	16.88888889	16.59939586	0.05306228
370	-91.5	18.5	0.742395185	7	0.77140248	7	0.000827814	17.14285714	16.9005303	0.049021381
371	-90.5	18.5	0.737709565	7	0.758081378	7	0.000827814	17.85714286	19.55382049	0.041654957
372	-89.5	18.5	0.891466056	9	0.752391942	9	0.00053761	17.88888889	19.13254054	0.041637141
373	-88.5	18.5	0.836186075	8	0.768550859	8	0.000656137	17.875	18.79075192	0.042505767
374	-87.5	18.5	0.548083122	5	0.749674357	5	0.00153918	17.6	18.49391444	0.042507586
375	-78.5	18.5	0.430483117	5	0.590459998	5	0.00153918	13	21.80215306	0.033897773
376	-77.5	18.5	0.558230014	7	0.594836493	7	0.000827814	12.42857143	19.20404567	0.042462252
377	-76.5	18.5	0.510209248	6	0.611012212	6	0.001092717	12.5	19.85533701	0.041535833
378	-75.5	18.5	0.16939862	1	NA	1	NA	14	27.46215421	0.030417181
379	-74.5	18.5	1.398888335	17	0.862626923	17	0.000198596	10.82352941	24.30869056	0.035211825
380	-73.5	18.5	1.457556591	20	0.838883997	20	0.000156775	10.75	23.36627891	0.036728209
381	-72.5	18.5	1.668655054	22	0.868283282	22	0.000136846	10.81818182	22.83773451	0.037669731
382	-71.5	18.5	2.111342802	31	0.888232373	31	8.50E-05	10.16129032	21.62781931	0.038412318
383	-70.5	18.5	1.755246747	23	0.886335024	23	0.000128518	10.52173913	24.37316586	0.037540887
384	-69.5	18.5	0.976047394	10	0.8805762	10	0.000451789	11.1	27.67165456	0.030509728
385	-68.5	18.5	0.793225539	7	0.896623407	7	0.000827814	12	31.58432615	0.023519221
386	-67.5	18.5	0.563059923	8	0.526978197	8	0.000656137	13.25	19.73529048	0.038563996
387	-66.5	18.5	0.71129852	9	0.626427265	9	0.00053761	12.22222222	17.39151428	0.046736672
388	-65.5	18.5	0.82698801	9	0.779363805	9	0.00053761	10.66666667	16.13484116	0.05395631
389	-64.5	18.5	0.204814323	2	0.264348407	2	0.012361281	14.5	23.96674682	0.028763276
390	-63.5	18.5	0.237573035	2	0.508864622	2	0.012361281	11.5	21.75932133	0.028230086
391	-62.5	18.5	0.16939862	1	NA	1	NA	12	21.24990234	0.034502523
392	-102.5	17.5	0.428422041	4	0.698229944	4	0.002397872	19	20.13488914	0.028245495
393	-101.5	17.5	0.527473726	5	0.722489924	5	0.00153918	18.8	19.3256548	0.031292302
394	-100.5	17.5	0.686791784	7	0.703671606	7	0.000827814	18.85714286	17.98347264	0.03735312
395	-99.5	17.5	0.994334618	12	0.708021716	12	0.000337374	18.41666667	16.65309957	0.043855015
396	-98.5	17.5	0.918465929	11	0.708444644	11	0.000387298	18.36363636	16.65585047	0.044629275
397	-97.5	17.5	1.189275163	13	0.76235905	13	0.000297774	18.07692308	17.3200001	0.044141935
398	-96.5	17.5	1.717552903	19	0.787382277	19	0.000168812	17.05263158	15.84015863	0.051017165
399	-95.5	17.5	1.634327581	18	0.78992904	18	0.000182619	16.61111111	15.43635128	0.053348558
400	-94.5	17.5	1.746128651	19	0.792447094	19	0.000168812	16.52631579	15.34698161	0.05273074
401	-93.5	17.5	2.14858136	25	0.785794745	25	0.000114351	16.84	16.06773034	0.050555242
402	-92.5	17.5	2.127112931	25	0.781017123	25	0.000114351	17.16	16.65816663	0.049781971
403	-91.5	17.5	1.550548561	17	0.780612789	17	0.000198596	16.70588235	16.54757314	0.050239656
404	-90.5	17.5	1.260543213	13	0.777562534	13	0.000297774	16.69230769	17.30180318	0.050096614
405	-89.5	17.5	0.998034601	11	0.755605099	11	0.000387298	17.90909091	20.24471442	0.037719276
406	-88.5	17.5	0.943108494	10	0.747501413	10	0.000451789	18.2	19.71811234	0.039260971
407	-87.5	17.5	0.548083122	5	0.749674357	5	0.00153918	17.6	18.49391444	0.042507586
408	-83.5	17.5	0.16939862	1	NA	1	NA	14	29.87293225	0.019591102
409	-77.5	17.5	0.433709926	4	0.721401439	4	0.002397872	12.25	19.00798804	0.045239813
410	-76.5	17.5	0.433709926	4	0.721401439	4	0.002397872	12.5	20.6169976	0.043178918
411	-71.5	17.5	1.070291977	12	0.883569498	12	0.000337374	10.41666667	23.37910189	0.03569718
412	-67.5	17.5	0.361022584	4	0.501062489	4	0.002397872	13.75	20.35454672	0.037567332
413	-66.5	17.5	0.492532757	6	0.530362171	6	0.001092717	13.16666667	18.6217467	0.041413518
414	-65.5	17.5	0.433819994	5	0.554869494	5	0.00153918	12.8	18.75892402	0.040114929
415	-64.5	17.5	0.16939862	1	NA	1	NA	12	18.31958012	0.037920012
416	-63.5	17.5	0.16939862	1	NA	1	NA	16	58.7372867	0.00909201
417	-62.5	17.5	0.261328864	3	0.398348836	3	0.004459021	11.33333333	21.63772499	0.02733806
418	-61.5	17.5	0.291241896	3	0.472774039	3	0.004459021	12	23.50156425	0.031134577
419	-100.5	16.5	0.351644339	3	0.699882782	3	0.004459021	19	16.5223742	0.042617928
420	-99.5	16.5	0.785956151	8	0.743910925	8	0.000656137	17.875	16.89429625	0.042175999
421	-98.5	16.5	0.674773614	7	0.734854992	7	0.000827814	17.85714286	16.82184178	0.043882241
422	-97.5	16.5	1.010777079	11	0.740868589	11	0.000387298	18	17.15977092	0.042246761
423	-96.5	16.5	1.326468033	15	0.769597682	15	0.000239324	17.46666667	16.14166146	0.050480454
424	-95.5	16.5	1.744902176	20	0.782692298	20	0.000156775	16.65	15.42136141	0.051963905
425	-94.5	16.5	1.787546886	20	0.787851509	20	0.000156775	16.65	15.09539599	0.054224034
426	-93.5	16.5	1.931013735	23	0.779402092	23	0.000128518	16.7826087	15.5104763	0.05222951
427	-92.5	16.5	2.136496086	25	0.785790626	25	0.000114351	16.72	16.09421681	0.050430888
428	-91.5	16.5	1.912167027	22	0.77481817	22	0.000136846	17.22727273	17.06030598	0.048999352
429	-90.5	16.5	1.607573724	18	0.767559636	18	0.000182619	17.33333333	17.79445917	0.048268485
430	-89.5	16.5	1.333813617	14	0.770842826	14	0.00026572	17.14285714	17.98639633	0.048627423
431	-88.5	16.5	1.523790436	15	0.829807555	15	0.000239324	15.53333333	17.84320085	0.045386465
432	-86.5	16.5	0.503351483	6	0.637181656	6	0.001092717	19	26.87574297	0.027356129
433	-62.5	16.5	0.194304931	2	0.185904647	2	0.012361281	14	31.46180747	0.024906311
434	-61.5	16.5	0.361404396	5	0.493006942	5	0.00153918	14.2	46.04643092	0.016569514
435	-97.5	15.5	0.459096173	4	0.75611671	4	0.002397872	17.75	17.27094153	0.043519503
436	-96.5	15.5	0.763787033	8	0.747981165	8	0.000656137	17.375	15.84799574	0.049523638
437	-95.5	15.5	0.505591369	5	0.726127099	5	0.00153918	17.2	16.50960442	0.045683552
438	-93.5	15.5	1.560233654	18	0.774820188	18	0.000182619	16.88888889	15.77702556	0.051514477
439	-92.5	15.5	1.952258126	23	0.779210441	23	0.000128518	17	16.70263222	0.048818047
440	-91.5	15.5	1.687319475	19	0.77553757	19	0.000168812	16.84210526	15.82178973	0.052256429
441	-90.5	15.5	1.780754979	20	0.759558353	20	0.000156775	17.6	17.80285392	0.048685964
442	-89.5	15.5	1.543829645	17	0.763628183	17	0.000198596	17.47058824	17.956547	0.048573378
443	-88.5	15.5	1.814673829	22	0.762959134	22	0.000136846	17.54545455	19.23405841	0.045193792
444	-87.5	15.5	1.662722923	20	0.770085024	20	0.000156775	17.55	20.13958661	0.040870783
445	-86.5	15.5	1.515731481	18	0.75815682	18	0.000182619	17.55555556	18.3818333	0.044089676
446	-85.5	15.5	1.296215055	17	0.710851057	17	0.000198596	18.64705882	20.80910138	0.037134981
447	-84.5	15.5	1.199588217	14	0.719335812	14	0.00026572	18.64285714	20.77142191	0.037716473
448	-83.5	15.5	0.582539888	6	0.723319002	6	0.001092717	18.83333333	22.91306007	0.029883269
449	-61.5	15.5	0.246519668	4	0.211726229	4	0.002397872	14.75	44.64735495	0.019363504
450	-92.5	14.5	1.118170118	12	0.760761455	12	0.000337374	16.83333333	16.06099743	0.051729832
451	-91.5	14.5	1.297987317	15	0.756096489	15	0.000239324	16.86666667	16.77171858	0.04832619
452	-90.5	14.5	1.632584459	19	0.754842	19	0.000168812	17.31578947	17.7457921	0.04745623
453	-89.5	14.5	1.626959965	19	0.763986098	19	0.000168812	17	17.65790225	0.047908699
454	-88.5	14.5	1.41500197	17	0.745391387	17	0.000198596	17.47058824	18.44116786	0.043984441
455	-87.5	14.5	1.465843889	17	0.755307256	17	0.000198596	17.58823529	19.00577881	0.044886156
456	-86.5	14.5	1.261798389	14	0.773398764	14	0.00026572	16.71428571	17.38939755	0.047424095
457	-85.5	14.5	1.290537955	15	0.724616897	15	0.000239324	18.4	20.08664286	0.040544174
458	-84.5	14.5	0.993889552	12	0.721849373	12	0.000337374	18.83333333	22.22423182	0.032210187
459	-83.5	14.5	0.739323802	8	0.711557696	8	0.000656137	18.875	21.51876202	0.035242025
460	-61.5	14.5	0.326627183	4	0.482989238	4	0.002397872	7.75	24.433448	0.034383656
461	-60.5	14.5	0.326627183	4	0.482989238	4	0.002397872	7.75	24.433448	0.034383656
462	-91.5	13.5	0.510348426	5	0.721903862	5	0.00153918	17	18.4038444	0.040267332
463	-90.5	13.5	0.922246059	11	0.719887282	11	0.000387298	17.54545455	18.82622865	0.04209392
464	-89.5	13.5	1.179744484	14	0.745536719	14	0.00026572	17.28571429	18.10876219	0.044893265
465	-88.5	13.5	1.245782012	15	0.742922027	15	0.000239324	17.2	17.73176325	0.046302882
466	-87.5	13.5	1.241338114	14	0.754734032	14	0.00026572	17.21428571	18.46977734	0.045661158
467	-86.5	13.5	1.128575808	13	0.742976264	13	0.000297774	17	18.01476962	0.045857019
468	-85.5	13.5	1.298561921	15	0.722513285	15	0.000239324	18.2	19.1834355	0.043618447
469	-84.5	13.5	1.264597261	14	0.742908116	14	0.00026572	18.14285714	20.03607976	0.040689603
470	-83.5	13.5	0.770235867	8	0.701206743	8	0.000656137	19.25	21.74288758	0.035783138
471	-81.5	13.5	0.16939862	1	NA	1	NA	21	27.37654935	0.010503087
472	-61.5	13.5	0.415363499	6	0.45172808	6	0.001092717	7.333333333	20.14929354	0.037711824
473	-60.5	13.5	0.310947814	3	0.574785519	3	0.004459021	7.333333333	21.13313709	0.040618419
474	-59.5	13.5	0.16939862	1	NA	1	NA	9	34.33438069	0.015679369
475	-87.5	12.5	0.881465002	10	0.730630673	10	0.000451789	17.3	19.57467881	0.039365629
476	-86.5	12.5	1.054936665	12	0.746625149	12	0.000337374	16.91666667	18.29275558	0.045026449
477	-85.5	12.5	1.408086288	16	0.734629664	16	0.000217265	18.0625	19.05609133	0.043324634
478	-84.5	12.5	1.27049985	14	0.736339936	14	0.00026572	18.28571429	19.82604029	0.041143276
479	-83.5	12.5	1.090452931	12	0.722730518	12	0.000337374	18.58333333	19.94990238	0.040512739
480	-81.5	12.5	0.16939862	1	NA	1	NA	21	27.37654935	0.010503087
481	-72.5	12.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
482	-71.5	12.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
483	-69.5	12.5	0.16939862	1	NA	1	NA	12	9.660236802	0.095747493
484	-68.5	12.5	0.3033722	2	1	2	0.012361281	9.5	12.47782756	0.069940183
485	-61.5	12.5	0.212951216	2	0.325083468	2	0.012361281	7.5	19.98764967	0.0340175
486	-60.5	12.5	0.16939862	1	NA	1	NA	7	16.4852851	0.043552596
487	-86.5	11.5	0.980427649	10	0.769849392	10	0.000451789	17	18.04880098	0.046580837
488	-85.5	11.5	1.414533038	16	0.739918031	16	0.000217265	18.25	19.51856959	0.042223608
489	-84.5	11.5	1.27049985	14	0.736339936	14	0.00026572	18.28571429	19.82604029	0.041143276
490	-83.5	11.5	1.231887034	13	0.736342623	13	0.000297774	18.38461538	19.30717576	0.04365649
491	-74.5	11.5	0.526313755	4	0.917175004	4	0.002397872	15.75	19.7622687	0.045744872
492	-73.5	11.5	0.606937324	5	0.878279505	5	0.00153918	15.6	18.96318372	0.044286035
493	-72.5	11.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
494	-71.5	11.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
495	-70.5	11.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
496	-69.5	11.5	0.383995769	3	0.867262362	3	0.004459021	13.66666667	20.48516642	0.046663743
497	-68.5	11.5	0.58522365	5	0.844475955	5	0.00153918	16.2	25.56908709	0.037307872
498	-64.5	11.5	0.303372199	2	1	2	0.012361281	11	15.53113105	0.041291779
499	-63.5	11.5	0.16939862	1	NA	1	NA	15	15.76684378	0.038450686
500	-61.5	11.5	0.212951216	2	0.325083468	2	0.012361281	7.5	19.98764967	0.0340175
501	-60.5	11.5	0.16939862	1	NA	1	NA	7	16.4852851	0.043552596
502	-85.5	10.5	1.675473532	21	0.73350368	21	0.0001462	18.19047619	20.37836496	0.038875348
503	-84.5	10.5	2.160663422	30	0.762588686	29	9.31E-05	17.86206897	20.350809	0.038576804
504	-83.5	10.5	1.966030457	26	0.790819147	25	0.000114351	17.44	19.90177272	0.039269842
505	-82.5	10.5	0.476164772	4	0.825022894	4	0.002397872	18	22.85762396	0.036313433
506	-75.5	10.5	0.417554152	4	0.725887032	4	0.002397872	19.25	20.95904616	0.047662256
507	-74.5	10.5	0.586828047	7	0.799130471	7	0.000827814	16	27.69897652	0.034203038
508	-73.5	10.5	0.485435696	5	0.819792972	5	0.00153918	16.6	24.84753518	0.034084871
509	-72.5	10.5	0.36284759	3	0.814644577	3	0.004459021	10.66666667	19.35137734	0.053180218
510	-71.5	10.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
511	-70.5	10.5	0.250022189	2	0.601787085	2	0.012361281	14.5	13.5396723	0.059537128
512	-69.5	10.5	0.623674336	6	0.789036359	6	0.001092717	15.66666667	23.50392392	0.036179542
513	-68.5	10.5	0.779039846	7	0.859830897	7	0.000827814	15.28571429	22.99026931	0.037100986
514	-67.5	10.5	0.779039846	7	0.859830897	7	0.000827814	15.28571429	22.99026931	0.037100986
515	-66.5	10.5	0.66560567	6	0.81398388	6	0.001092717	16	24.18839131	0.0356617
516	-65.5	10.5	0.472822634	4	0.821303773	4	0.002397872	14	19.68510291	0.041855517
517	-64.5	10.5	0.472581084	4	0.821003278	4	0.002397872	14.75	21.90854203	0.030121399
518	-63.5	10.5	0.522458308	5	0.756131306	5	0.00153918	15.2	21.50156325	0.031165846
519	-62.5	10.5	0.299657864	3	0.524086575	3	0.004459021	16.33333333	19.12160594	0.032153857
520	-61.5	10.5	0.16939862	1	NA	1	NA	12	21.24990234	0.034502523
521	-85.5	9.5	0.562256099	5	0.770302731	5	0.00153918	17.8	19.75055164	0.041389647
522	-84.5	9.5	2.004267916	25	0.785414029	24	0.000121061	17.375	18.91969737	0.040973823
523	-83.5	9.5	2.279158729	31	0.788833145	30	8.89E-05	17.63333333	19.78275761	0.040637059
524	-82.5	9.5	2.124620627	27	0.789780558	27	0.000102773	17.59259259	19.92629225	0.039796305
525	-81.5	9.5	1.150843535	12	0.83580471	12	0.000337374	16.83333333	18.99063282	0.044616653
526	-80.5	9.5	1.45899664	17	0.801737477	17	0.000198596	17.88235294	21.71795095	0.038716321
527	-79.5	9.5	1.447751744	18	0.782250942	18	0.000182619	18.27777778	22.00808848	0.038307233
528	-78.5	9.5	1.102869887	13	0.763468247	13	0.000297774	18.84615385	22.23741249	0.03929615
529	-77.5	9.5	0.494431234	5	0.716703864	5	0.00153918	19.4	20.63835001	0.045628045
530	-76.5	9.5	0.494431234	5	0.716703864	5	0.00153918	19.4	20.63835001	0.045628045
531	-75.5	9.5	0.681542065	7	0.73582454	7	0.000827814	19.14285714	21.3295613	0.041470344
532	-74.5	9.5	0.501872414	5	0.727812293	5	0.00153918	19.8	23.21369953	0.041940047
533	-73.5	9.5	0.281799636	2	0.838978972	2	0.012361281	19	20.56893834	0.052918773
534	-72.5	9.5	0.415773215	3	0.946326324	3	0.004459021	15	17.79055239	0.055104313
535	-71.5	9.5	0.16939862	1	NA	1	NA	14	11.31250082	0.08062357
536	-70.5	9.5	0.58522365	5	0.844475955	5	0.00153918	15	21.73196165	0.035282746
537	-69.5	9.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.74683736	0.038650635
538	-68.5	9.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
539	-67.5	9.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
540	-66.5	9.5	0.5849821	5	0.844295658	5	0.00153918	16.2	25.93922265	0.034772596
541	-65.5	9.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
542	-64.5	9.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
543	-63.5	9.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
544	-62.5	9.5	0.338607504	3	0.642006556	3	0.004459021	15.33333333	16.26789017	0.047247169
545	-61.5	9.5	0.249780639	2	0.599984114	2	0.012361281	16	18.74558485	0.030558969
546	-60.5	9.5	0.16939862	1	NA	1	NA	15	17.28491241	0.027430838
547	-83.5	8.5	1.596982976	19	0.765148089	19	0.000168812	17.94736842	19.11577146	0.042811674
548	-82.5	8.5	2.449391039	33	0.797400806	33	7.81E-05	17.18181818	19.34199223	0.040574717
549	-81.5	8.5	1.882408708	25	0.810574596	25	0.000114351	17.08	20.71945736	0.037714246
550	-80.5	8.5	1.476216333	19	0.810080105	19	0.000168812	17.63157895	22.82286424	0.036491689
551	-79.5	8.5	1.288136045	16	0.795494113	16	0.000217265	18.0625	22.22632679	0.038106063
552	-78.5	8.5	1.061877262	12	0.782375945	12	0.000337374	18.58333333	22.23903372	0.039520908
553	-77.5	8.5	1.094386544	13	0.760176362	13	0.000297774	18.92307692	22.366712	0.038981552
554	-76.5	8.5	0.87394158	9	0.776639855	9	0.00053761	18.55555556	21.0594422	0.04010993
555	-75.5	8.5	0.87394158	9	0.776639855	9	0.00053761	18.55555556	21.0594422	0.04010993
556	-74.5	8.5	0.656328088	6	0.775306374	6	0.001092717	18.33333333	19.91359221	0.044179739
557	-73.5	8.5	0.281799636	2	0.838978972	2	0.012361281	19	20.56893834	0.052918773
558	-72.5	8.5	0.415773215	3	0.946326324	3	0.004459021	15.33333333	19.63904661	0.041513895
559	-71.5	8.5	0.415773215	3	0.946326324	3	0.004459021	15	25.20268402	0.036844069
560	-70.5	8.5	0.684309806	7	0.826160421	7	0.000827814	14.28571429	20.94933267	0.032686424
561	-69.5	8.5	0.500885745	5	0.691722894	5	0.00153918	17.2	23.03872135	0.037657928
562	-68.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
563	-67.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
564	-66.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
565	-65.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
566	-64.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
567	-63.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
568	-62.5	8.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
569	-61.5	8.5	0.500885745	5	0.691722894	5	0.00153918	17.2	23.03872135	0.037657928
570	-60.5	8.5	0.338607504	3	0.642006556	3	0.004459021	15.33333333	16.26789017	0.047247169
571	-59.5	8.5	0.249780639	2	0.599984114	2	0.012361281	16	18.74558485	0.030558969
572	-81.5	7.5	0.661052099	6	0.843627177	6	0.001092717	17.83333333	22.12430206	0.041811927
573	-80.5	7.5	0.808572005	8	0.848106126	8	0.000656137	17.75	22.64247078	0.038762978
574	-79.5	7.5	0.16939862	1	NA	1	NA	24	29.82537587	0.025213977
575	-78.5	7.5	1.072855912	12	0.829257528	12	0.000337374	17.66666667	22.61435399	0.037144292
576	-77.5	7.5	1.204579364	14	0.819720538	14	0.00026572	17.71428571	22.47315813	0.037594634
577	-76.5	7.5	1.117894147	12	0.78335339	12	0.000337374	19	23.72636171	0.035647082
578	-75.5	7.5	1.237932668	13	0.866947003	13	0.000297774	16.15384615	20.11659026	0.039525934
579	-74.5	7.5	0.738187063	7	0.79694168	7	0.000827814	18.28571429	20.97666741	0.039453985
580	-73.5	7.5	0.490520998	4	0.899484709	4	0.002397872	15.25	19.38291446	0.04726591
581	-72.5	7.5	0.419553632	3	0.9557322	3	0.004459021	10.33333333	16.00699037	0.045774328
582	-71.5	7.5	0.50460008	4	0.89016262	4	0.002397872	15	23.22324112	0.034490761
583	-70.5	7.5	0.370626501	3	0.78032524	3	0.004459021	17.33333333	25.03790044	0.039752969
584	-69.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
585	-68.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
586	-67.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
587	-66.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
588	-65.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
589	-64.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
590	-63.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
591	-62.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
592	-61.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
593	-60.5	7.5	0.634859324	6	0.79448193	6	0.001092717	15.66666667	23.11393683	0.035462007
594	-59.5	7.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
595	-58.5	7.5	0.338607504	3	0.642006556	3	0.004459021	15.33333333	16.15702045	0.047799347
596	-77.5	6.5	1.327419176	15	0.85107263	15	0.000239324	17.13333333	22.84249414	0.037679571
597	-76.5	6.5	1.527201475	18	0.852172816	18	0.000182619	16.77777778	23.28483728	0.035381512
598	-75.5	6.5	1.572424836	17	0.871860732	17	0.000198596	15.94117647	21.1814068	0.03674919
599	-74.5	6.5	1.02439055	11	0.820600704	11	0.000387298	17.54545455	23.35883727	0.032706083
600	-73.5	6.5	0.665128366	6	0.893758723	6	0.001092717	15.33333333	20.36916793	0.042376686
601	-72.5	6.5	0.50460008	4	0.89016262	4	0.002397872	14.5	24.28040794	0.032687652
602	-71.5	6.5	0.370626501	3	0.78032524	3	0.004459021	17.33333333	25.03790044	0.039752969
603	-70.5	6.5	0.370626501	3	0.78032524	3	0.004459021	17.33333333	25.03790044	0.039752969
604	-69.5	6.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
605	-68.5	6.5	0.45100852	4	0.740492764	4	0.002397872	17.25	23.82998965	0.038236502
